sector,agency,year,value
Local Government,Coorong District Council,2021-22,2
Local Government,Coorong District Council,2020-21,4
Local Government,Coorong District Council,2019-20,6
Local Government,Coorong District Council,2018-19,5
Local Government,Coorong District Council,2017-18,1
Local Government,Coorong District Council,2016-17,3
Local Government,Coorong District Council,2015-16,0
Local Government,Coorong District Council,2014-15,1
Local Government,Coorong District Council,2013-14,0
Local Government,Coorong District Council,2012-13,0
Local Government,Coorong District Council,2011-12,0
Local Government,Copper Coast Council,2024-25,42
Local Government,Copper Coast Council,2023-24,41
Local Government,Copper Coast Council,2022-23,29
Local Government,Copper Coast Council,2021-22,45
Local Government,Copper Coast Council,2020-21,29
Local Government,Copper Coast Council,2019-20,19
Local Government,Copper Coast Council,2018-19,22
Local Government,Copper Coast Council,2017-18,19
Local Government,Copper Coast Council,2016-17,10
Local Government,Copper Coast Council,2015-16,15
Local Government,Copper Coast Council,2014-15,17
Local Government,Copper Coast Council,2013-14,11
Local Government,Copper Coast Council,2012-13,16
Local Government,Copper Coast Council,2011-12,20
Local Government,Corporation of the Town of Walkerville,2024-25,25
Local Government,Corporation of the Town of Walkerville,2023-24,19
Local Government,Corporation of the Town of Walkerville,2022-23,11
Local Government,Corporation of the Town of Walkerville,2021-22,2
Local Government,Corporation of the Town of Walkerville,2020-21,2
Local Government,Corporation of the Town of Walkerville,2019-20,2
Local Government,Corporation of the Town of Walkerville,2018-19,2
Local Government,Corporation of the Town of Walkerville,2017-18,2
Local Government,Corporation of the Town of Walkerville,2016-17,1
Local Government,Corporation of the Town of Walkerville,2015-16,3
Local Government,Corporation of the Town of Walkerville,2014-15,4
Local Government,Corporation of the Town of Walkerville,2013-14,3
Local Government,Corporation of the Town of Walkerville,2012-13,3
Local Government,Corporation of the Town of Walkerville,2011-12,2
Local Government,District Council of Ceduna,2024-25,1
Local Government,District Council of Ceduna,2023-24,7
Local Government,District Council of Ceduna,2022-23,0
Local Government,District Council of Ceduna,2021-22,1
Local Government,District Council of Ceduna,2020-21,1
Local Government,District Council of Ceduna,2019-20,1
Local Government,District Council of Ceduna,2018-19,1
Local Government,District Council of Ceduna,2017-18,1
Local Government,District Council of Ceduna,2016-17,1
Local Government,District Council of Ceduna,2015-16,0
Local Government,District Council of Ceduna,2014-15,1
Local Government,District Council of Ceduna,2013-14,2
Local Government,District Council of Ceduna,2012-13,2
Local Government,District Council of Ceduna,2011-12,0
Local Government,District Council of Cleve,2024-25,4
Local Government,District Council of Cleve,2023-24,6
Local Government,District Council of Cleve,2022-23,1
Local Government,District Council of Cleve,2021-22,0
Local Government,District Council of Cleve,2020-21,0
Local Government,District Council of Cleve,2019-20,0
Local Government,District Council of Cleve,2018-19,0
Local Government,District Council of Cleve,2017-18,0
Local Government,District Council of Cleve,2016-17,0
Local Government,District Council of Cleve,2015-16,0
Local Government,District Council of Cleve,2014-15,0
Local Government,District Council of Cleve,2013-14,0
Local Government,District Council of Cleve,2012-13,0
Local Government,District Council of Cleve,2011-12,0
Local Government,District Council of Coober Pedy,2024-25,3
Local Government,District Council of Coober Pedy,2023-24,3
Local Government,District Council of Coober Pedy,2022-23,0
Local Government,District Council of Coober Pedy,2021-22,0
Local Government,District Council of Coober Pedy,2020-21,0
Local Government,District Council of Coober Pedy,2019-20,4
Local Government,District Council of Coober Pedy,2018-19,0
Local Government,District Council of Coober Pedy,2017-18,0
Local Government,District Council of Coober Pedy,2016-17,0
Local Government,District Council of Coober Pedy,2015-16,0
Local Government,District Council of Coober Pedy,2014-15,1
Local Government,District Council of Coober Pedy,2013-14,1
Local Government,District Council of Coober Pedy,2012-13,0
Local Government,District Council of Coober Pedy,2011-12,1
Local Government,District Council of Elliston,2023-24,1
Local Government,District Council of Elliston,2022-23,0
Local Government,District Council of Elliston,2021-22,0
Local Government,District Council of Elliston,2020-21,1
Local Government,District Council of Elliston,2019-20,1
Local Government,District Council of Elliston,2018-19,0
Local Government,District Council of Elliston,2017-18,0
Local Government,District Council of Elliston,2016-17,1
Local Government,District Council of Elliston,2015-16,0
Local Government,District Council of Elliston,2014-15,2
Local Government,District Council of Elliston,2013-14,1
Local Government,District Council of Elliston,2012-13,0
Local Government,District Council of Elliston,2011-12,0
Local Government,District Council of Franklin Harbour,2023-24,7
Local Government,District Council of Franklin Harbour,2022-23,0
Local Government,District Council of Franklin Harbour,2021-22,0
Local Government,District Council of Franklin Harbour,2020-21,2
Local Government,District Council of Franklin Harbour,2019-20,0
Local Government,District Council of Franklin Harbour,2018-19,0
Local Government,District Council of Franklin Harbour,2017-18,0
Local Government,District Council of Franklin Harbour,2016-17,0
Local Government,District Council of Franklin Harbour,2015-16,0
Local Government,District Council of Franklin Harbour,2014-15,0
Local Government,District Council of Franklin Harbour,2013-14,0
Local Government,District Council of Franklin Harbour,2012-13,0
Local Government,District Council of Franklin Harbour,2011-12,1
Local Government,District Council of Grant,2024-25,2
Local Government,District Council of Grant,2023-24,1
Local Government,District Council of Grant,2022-23,4
Local Government,District Council of Grant,2021-22,2
Local Government,District Council of Grant,2020-21,2
Local Government,District Council of Grant,2019-20,7
Local Government,District Council of Grant,2018-19,6
Local Government,District Council of Grant,2017-18,2
Local Government,District Council of Grant,2016-17,4
Local Government,District Council of Grant,2015-16,3
Local Government,District Council of Grant,2014-15,4
Local Government,District Council of Grant,2013-14,7
Local Government,District Council of Grant,2012-13,4
Local Government,District Council of Grant,2011-12,2
Local Government,District Council of Karoonda East Murray,2023-24,0
Local Government,District Council of Karoonda East Murray,2022-23,0
Local Government,District Council of Karoonda East Murray,2021-22,0
Local Government,District Council of Karoonda East Murray,2020-21,1
Local Government,District Council of Karoonda East Murray,2019-20,6
Local Government,District Council of Karoonda East Murray,2018-19,1
Local Government,District Council of Karoonda East Murray,2017-18,0
Local Government,District Council of Karoonda East Murray,2016-17,1
Local Government,District Council of Karoonda East Murray,2015-16,0
Local Government,District Council of Karoonda East Murray,2014-15,0
Local Government,District Council of Karoonda East Murray,2013-14,1
Local Government,District Council of Karoonda East Murray,2012-13,0
Local Government,District Council of Karoonda East Murray,2011-12,0
Local Government,District Council of Kimba,2023-24,2
Local Government,District Council of Kimba,2022-23,0
Local Government,District Council of Kimba,2021-22,0
Local Government,District Council of Kimba,2020-21,0
Local Government,District Council of Kimba,2019-20,1
Local Government,District Council of Kimba,2018-19,0
Local Government,District Council of Kimba,2017-18,0
Local Government,District Council of Kimba,2016-17,0
Local Government,District Council of Kimba,2015-16,0
Local Government,District Council of Kimba,2014-15,0
Local Government,District Council of Kimba,2013-14,0
Local Government,District Council of Kimba,2012-13,0
Local Government,District Council of Kimba,2011-12,0
Local Government,District Council of Lower Eyre Peninsula,2024-25,1
Local Government,District Council of Lower Eyre Peninsula,2023-24,3
Local Government,District Council of Lower Eyre Peninsula,2022-23,1
Local Government,District Council of Lower Eyre Peninsula,2021-22,2
Local Government,District Council of Lower Eyre Peninsula,2020-21,3
Local Government,District Council of Lower Eyre Peninsula,2019-20,1
Local Government,District Council of Lower Eyre Peninsula,2018-19,2
Local Government,District Council of Lower Eyre Peninsula,2017-18,1
Local Government,District Council of Lower Eyre Peninsula,2016-17,3
Local Government,District Council of Lower Eyre Peninsula,2015-16,1
Local Government,District Council of Lower Eyre Peninsula,2014-15,4
Local Government,District Council of Lower Eyre Peninsula,2013-14,1
Local Government,District Council of Lower Eyre Peninsula,2012-13,1
Local Government,District Council of Lower Eyre Peninsula,2011-12,0
Local Government,District Council of Loxton Waikerie,2023-24,4
Local Government,District Council of Loxton Waikerie,2022-23,1
Local Government,District Council of Loxton Waikerie,2021-22,0
Local Government,District Council of Loxton Waikerie,2020-21,3
Local Government,District Council of Loxton Waikerie,2019-20,2
Local Government,District Council of Loxton Waikerie,2018-19,2
Local Government,District Council of Loxton Waikerie,2017-18,0
Local Government,District Council of Loxton Waikerie,2016-17,4
Local Government,District Council of Loxton Waikerie,2015-16,1
Local Government,District Council of Loxton Waikerie,2014-15,1
Local Government,District Council of Loxton Waikerie,2013-14,0
Local Government,District Council of Loxton Waikerie,2012-13,2
Local Government,District Council of Loxton Waikerie,2011-12,0
Local Government,District Council of Mount Remarkable,2024-25,2
Local Government,District Council of Mount Remarkable,2023-24,3
Local Government,District Council of Mount Remarkable,2022-23,1
Local Government,District Council of Mount Remarkable,2021-22,0
Local Government,District Council of Mount Remarkable,2020-21,2
Local Government,District Council of Mount Remarkable,2019-20,1
Local Government,District Council of Mount Remarkable,2018-19,1
Local Government,District Council of Mount Remarkable,2017-18,1
Local Government,District Council of Mount Remarkable,2016-17,1
Local Government,District Council of Mount Remarkable,2015-16,2
Local Government,District Council of Mount Remarkable,2014-15,2
Local Government,District Council of Mount Remarkable,2013-14,2
Local Government,District Council of Orroroo Carrieton,2023-24,3
Local Government,District Council of Orroroo Carrieton,2022-23,1
Local Government,District Council of Orroroo Carrieton,2021-22,1
Local Government,District Council of Orroroo Carrieton,2020-21,1
Local Government,District Council of Orroroo Carrieton,2019-20,1
Local Government,District Council of Orroroo Carrieton,2018-19,1
Local Government,District Council of Orroroo Carrieton,2017-18,0
Local Government,District Council of Orroroo Carrieton,2016-17,1
Local Government,District Council of Orroroo Carrieton,2015-16,1
Local Government,District Council of Orroroo Carrieton,2014-15,0
Local Government,District Council of Orroroo Carrieton,2013-14,0
Local Government,District Council of Orroroo Carrieton,2012-13,0
Local Government,District Council of Orroroo Carrieton,2011-12,0
Local Government,District Council of Peterborough,2023-24,2
Local Government,District Council of Peterborough,2022-23,1
Local Government,District Council of Peterborough,2021-22,1
Local Government,District Council of Peterborough,2020-21,2
Local Government,District Council of Peterborough,2019-20,0
Local Government,District Council of Peterborough,2018-19,0
Local Government,District Council of Peterborough,2017-18,0
Local Government,District Council of Peterborough,2016-17,0
Local Government,District Council of Peterborough,2015-16,0
Local Government,District Council of Peterborough,2014-15,0
Local Government,District Council of Peterborough,2013-14,0
Local Government,District Council of Peterborough,2012-13,0
Local Government,District Council of Peterborough,2011-12,0
Local Government,District Council of Robe,2024-25,1
Local Government,District Council of Robe,2023-24,2
Local Government,District Council of Robe,2022-23,1
Local Government,District Council of Robe,2021-22,1
Local Government,District Council of Robe,2020-21,12
Local Government,District Council of Robe,2019-20,0
Local Government,District Council of Robe,2018-19,4
Local Government,District Council of Robe,2017-18,4
Local Government,District Council of Robe,2016-17,1
Local Government,District Council of Robe,2015-16,1
Local Government,District Council of Robe,2014-15,0
Local Government,District Council of Robe,2013-14,0
Local Government,District Council of Robe,2012-13,0
Local Government,District Council of Robe,2011-12,1
Local Government,District Council of Streaky Bay,2023-24,9
Local Government,District Council of Streaky Bay,2022-23,0
Local Government,District Council of Streaky Bay,2021-22,1
Local Government,District Council of Streaky Bay,2020-21,1
Local Government,District Council of Streaky Bay,2019-20,2
Local Government,District Council of Streaky Bay,2018-19,1
Local Government,District Council of Streaky Bay,2017-18,2
Local Government,District Council of Streaky Bay,2016-17,1
Local Government,District Council of Streaky Bay,2015-16,3
Local Government,District Council of Streaky Bay,2014-15,2
Local Government,District Council of Streaky Bay,2013-14,2
Local Government,District Council of Streaky Bay,2012-13,5
Local Government,District Council of Streaky Bay,2011-12,0
Local Government,District Council of Tumby Bay,2023-24,4
Local Government,District Council of Tumby Bay,2022-23,10
Local Government,District Council of Tumby Bay,2021-22,1
Local Government,District Council of Tumby Bay,2020-21,5
Local Government,District Council of Tumby Bay,2019-20,0
Local Government,District Council of Tumby Bay,2018-19,2
Local Government,District Council of Tumby Bay,2017-18,2
Local Government,District Council of Tumby Bay,2016-17,1
Local Government,District Council of Tumby Bay,2015-16,1
Local Government,District Council of Tumby Bay,2014-15,14
Local Government,District Council of Tumby Bay,2013-14,7
Local Government,District Council of Tumby Bay,2012-13,3
Local Government,District Council of Tumby Bay,2011-12,2
Local Government,District Council of Yankalilla,2024-25,2
Local Government,District Council of Yankalilla,2023-24,6
Local Government,District Council of Yankalilla,2022-23,5
Local Government,District Council of Yankalilla,2021-22,6
Local Government,District Council of Yankalilla,2020-21,0
Local Government,District Council of Yankalilla,2019-20,2
Local Government,District Council of Yankalilla,2018-19,0
Local Government,District Council of Yankalilla,2017-18,1
Local Government,District Council of Yankalilla,2016-17,2
Local Government,District Council of Yankalilla,2015-16,1
Local Government,District Council of Yankalilla,2014-15,4
Local Government,District Council of Yankalilla,2013-14,0
Local Government,District Council of Yankalilla,2012-13,2
Local Government,District Council of Yankalilla,2011-12,0
Local Government,Eastern Health Authority Inc.,2023-24,0
Local Government,Eastern Health Authority Inc.,2022-23,0
Local Government,Eastern Health Authority Inc.,2021-22,0
Local Government,Eastern Health Authority Inc.,2020-21,0
Local Government,Eastern Health Authority Inc.,2019-20,1
Local Government,Eastern Health Authority Inc.,2018-19,1
Local Government,Eastern Health Authority Inc.,2017-18,0
Local Government,Eastern Health Authority Inc.,2016-17,0
Local Government,Eastern Health Authority Inc.,2015-16,0
Local Government,Eastern Health Authority Inc.,2014-15,4
Local Government,Eastern Health Authority Inc.,2013-14,2
Local Government,Eastern Health Authority Inc.,2012-13,1
Local Government,Eastern Health Authority Inc.,2011-12,0
Local Government,Kangaroo Island Council,2023-24,3
Local Government,Kangaroo Island Council,2022-23,2
Local Government,Kangaroo Island Council,2021-22,6
Local Government,Kangaroo Island Council,2020-21,8
Local Government,Kangaroo Island Council,2019-20,6
Local Government,Kangaroo Island Council,2018-19,7
Local Government,Kangaroo Island Council,2017-18,21
Local Government,Kangaroo Island Council,2016-17,5
Local Government,Kangaroo Island Council,2015-16,16
Local Government,Kangaroo Island Council,2014-15,6
Local Government,Kangaroo Island Council,2013-14,4
Local Government,Kangaroo Island Council,2012-13,2
Local Government,Kangaroo Island Council,2011-12,3
Local Government,Kingston District Council,2023-24,3
Local Government,Kingston District Council,2022-23,1
Local Government,Kingston District Council,2021-22,1
Local Government,Kingston District Council,2020-21,3
Local Government,Kingston District Council,2019-20,6
Local Government,Kingston District Council,2018-19,1
Local Government,Kingston District Council,2017-18,0
Local Government,Kingston District Council,2016-17,1
Local Government,Kingston District Council,2015-16,0
Local Government,Kingston District Council,2014-15,1
Local Government,Kingston District Council,2013-14,1
Local Government,Kingston District Council,2012-13,1
Local Government,Kingston District Council,2011-12,1
Local Government,Light Regional Council,2024-25,1
Local Government,Light Regional Council,2023-24,0
Local Government,Light Regional Council,2022-23,0
Local Government,Light Regional Council,2021-22,5
Local Government,Light Regional Council,2020-21,7
Local Government,Light Regional Council,2019-20,20
Local Government,Light Regional Council,2018-19,1
Local Government,Light Regional Council,2017-18,3
Local Government,Light Regional Council,2016-17,12
Local Government,Light Regional Council,2015-16,7
Local Government,Light Regional Council,2014-15,2
Local Government,Light Regional Council,2013-14,4
Local Government,Light Regional Council,2012-13,4
Local Government,Light Regional Council,2011-12,3
Local Government,Mid Murray Council,2024-25,7
Local Government,Mid Murray Council,2023-24,11
Local Government,Mid Murray Council,2022-23,2
Local Government,Mid Murray Council,2021-22,11
Local Government,Mid Murray Council,2020-21,6
Local Government,Mid Murray Council,2019-20,4
Local Government,Mid Murray Council,2018-19,6
Local Government,Mid Murray Council,2017-18,5
Local Government,Mid Murray Council,2016-17,7
Local Government,Mid Murray Council,2015-16,0
Local Government,Mid Murray Council,2014-15,8
Local Government,Mid Murray Council,2013-14,19
Local Government,Mid Murray Council,2012-13,9
Local Government,Mid Murray Council,2011-12,10
Local Government,Mount Barker District Council,2024-25,11
Local Government,Mount Barker District Council,2023-24,2
Local Government,Mount Barker District Council,2022-23,12
Local Government,Mount Barker District Council,2021-22,8
Local Government,Mount Barker District Council,2020-21,0
Local Government,Mount Barker District Council,2019-20,5
Local Government,Mount Barker District Council,2018-19,15
Local Government,Mount Barker District Council,2017-18,1
Local Government,Mount Barker District Council,2016-17,10
Local Government,Mount Barker District Council,2015-16,7
Local Government,Mount Barker District Council,2014-15,7
Local Government,Mount Barker District Council,2013-14,7
Local Government,Mount Barker District Council,2012-13,8
Local Government,Mount Barker District Council,2011-12,4
Local Government,Municipal Council of Roxby Downs,2024-25,1
Local Government,Municipal Council of Roxby Downs,2023-24,5
Local Government,Municipal Council of Roxby Downs,2022-23,0
Local Government,Municipal Council of Roxby Downs,2021-22,0
Local Government,Municipal Council of Roxby Downs,2020-21,1
Local Government,Municipal Council of Roxby Downs,2019-20,1
Local Government,Municipal Council of Roxby Downs,2018-19,1
Local Government,Municipal Council of Roxby Downs,2017-18,0
Local Government,Municipal Council of Roxby Downs,2016-17,3
Local Government,Municipal Council of Roxby Downs,2015-16,0
Local Government,Municipal Council of Roxby Downs,2014-15,1
Local Government,Municipal Council of Roxby Downs,2013-14,2
Local Government,Municipal Council of Roxby Downs,2012-13,1
Local Government,Municipal Council of Roxby Downs,2011-12,0
Local Government,Naracoorte Lucindale Council,2024-25,1
Local Government,Naracoorte Lucindale Council,2023-24,1
Local Government,Naracoorte Lucindale Council,2022-23,0
Local Government,Naracoorte Lucindale Council,2021-22,2
Local Government,Naracoorte Lucindale Council,2020-21,4
Local Government,Naracoorte Lucindale Council,2019-20,7
Local Government,Naracoorte Lucindale Council,2018-19,3
Local Government,Naracoorte Lucindale Council,2017-18,2
Local Government,Naracoorte Lucindale Council,2016-17,3
Local Government,Naracoorte Lucindale Council,2015-16,0
Local Government,Naracoorte Lucindale Council,2014-15,1
Local Government,Naracoorte Lucindale Council,2013-14,0
Local Government,Naracoorte Lucindale Council,2012-13,1
Local Government,Naracoorte Lucindale Council,2011-12,0
Local Government,Northern Areas Council,2023-24,4
Local Government,Northern Areas Council,2022-23,0
Local Government,Northern Areas Council,2021-22,1
Local Government,Northern Areas Council,2020-21,0
Local Government,Northern Areas Council,2019-20,0
Local Government,Northern Areas Council,2018-19,4
Local Government,Northern Areas Council,2017-18,2
Local Government,Northern Areas Council,2016-17,0
Local Government,Northern Areas Council,2015-16,0
Local Government,Northern Areas Council,2014-15,1
Local Government,Northern Areas Council,2013-14,1
Local Government,Northern Areas Council,2012-13,2
Local Government,Northern Areas Council,2011-12,0
Local Government,Port Augusta City Council,2024-25,3
Local Government,Port Augusta City Council,2023-24,9
Local Government,Port Augusta City Council,2022-23,0
Local Government,Port Augusta City Council,2021-22,2
Local Government,Port Augusta City Council,2020-21,13
Local Government,Port Augusta City Council,2019-20,5
Local Government,Port Augusta City Council,2018-19,2
Local Government,Port Augusta City Council,2017-18,3
Local Government,Port Augusta City Council,2016-17,3
Local Government,Port Augusta City Council,2015-16,1
Local Government,Port Augusta City Council,2014-15,2
Local Government,Port Augusta City Council,2013-14,3
Local Government,Port Augusta City Council,2012-13,3
Local Government,Port Augusta City Council,2011-12,9
Local Government,Port Pirie Regional Council,2024-25,12
Local Government,Port Pirie Regional Council,2023-24,3
Local Government,Port Pirie Regional Council,2022-23,10
Local Government,Port Pirie Regional Council,2021-22,6
Local Government,Port Pirie Regional Council,2020-21,7
Local Government,Port Pirie Regional Council,2019-20,3
Local Government,Port Pirie Regional Council,2018-19,2
Local Government,Port Pirie Regional Council,2017-18,2
Local Government,Port Pirie Regional Council,2016-17,12
Local Government,Port Pirie Regional Council,2015-16,2
Local Government,Port Pirie Regional Council,2014-15,1
Local Government,Port Pirie Regional Council,2013-14,3
Local Government,Port Pirie Regional Council,2012-13,2
Local Government,Port Pirie Regional Council,2011-12,2
Local Government,Regional Council of Goyder,2023-24,2
Local Government,Regional Council of Goyder,2022-23,1
Local Government,Regional Council of Goyder,2021-22,0
Local Government,Regional Council of Goyder,2020-21,2
Local Government,Regional Council of Goyder,2019-20,3
Local Government,Regional Council of Goyder,2018-19,2
Local Government,Regional Council of Goyder,2017-18,3
Local Government,Regional Council of Goyder,2016-17,2
Local Government,Regional Council of Goyder,2015-16,1
Local Government,Regional Council of Goyder,2014-15,2
Local Government,Regional Council of Goyder,2013-14,5
Local Government,Regional Council of Goyder,2012-13,1
Local Government,Regional Council of Goyder,2011-12,3
Local Government,Renmark Paringa Council,2024-25,3
Local Government,Renmark Paringa Council,2023-24,0
Local Government,Renmark Paringa Council,2022-23,1
Local Government,Renmark Paringa Council,2021-22,4
Local Government,Renmark Paringa Council,2020-21,3
Local Government,Renmark Paringa Council,2019-20,1
Local Government,Renmark Paringa Council,2018-19,9
Local Government,Renmark Paringa Council,2017-18,0
Local Government,Renmark Paringa Council,2016-17,1
Local Government,Renmark Paringa Council,2015-16,0
Local Government,Renmark Paringa Council,2014-15,2
Local Government,Renmark Paringa Council,2013-14,1
Local Government,Renmark Paringa Council,2012-13,1
Local Government,Renmark Paringa Council,2011-12,2
Local Government,Southern Mallee District Council,2023-24,4
Local Government,Southern Mallee District Council,2022-23,0
Local Government,Southern Mallee District Council,2021-22,6
Local Government,Southern Mallee District Council,2020-21,0
Local Government,Southern Mallee District Council,2019-20,2
Local Government,Southern Mallee District Council,2018-19,1
Local Government,Southern Mallee District Council,2017-18,0
Local Government,Southern Mallee District Council,2016-17,0
Local Government,Southern Mallee District Council,2015-16,0
Local Government,Southern Mallee District Council,2014-15,0
Local Government,Southern Mallee District Council,2013-14,0
Local Government,Southern Mallee District Council,2012-13,0
Local Government,Southern Mallee District Council,2011-12,0
Local Government,Tatiara District Council,2024-25,1
Local Government,Tatiara District Council,2023-24,4
Local Government,Tatiara District Council,2022-23,3
Local Government,Tatiara District Council,2021-22,0
Local Government,Tatiara District Council,2020-21,1
Local Government,Tatiara District Council,2019-20,3
Local Government,Tatiara District Council,2018-19,2
Local Government,Tatiara District Council,2017-18,0
Local Government,Tatiara District Council,2016-17,2
Local Government,Tatiara District Council,2015-16,2
Local Government,Tatiara District Council,2014-15,0
Local Government,Tatiara District Council,2013-14,0
Local Government,Tatiara District Council,2012-13,0
Local Government,Tatiara District Council,2011-12,0
Local Government,The Barossa Council,2024-25,9
Local Government,The Barossa Council,2023-24,2
Local Government,The Barossa Council,2022-23,5
Local Government,The Barossa Council,2021-22,7
Local Government,The Barossa Council,2020-21,12
Local Government,The Barossa Council,2019-20,13
Local Government,The Barossa Council,2018-19,3
Local Government,The Barossa Council,2017-18,2
Local Government,The Barossa Council,2016-17,3
Local Government,The Barossa Council,2015-16,6
Local Government,The Barossa Council,2014-15,6
Local Government,The Barossa Council,2013-14,4
Local Government,The Barossa Council,2012-13,2
Local Government,The Barossa Council,2011-12,3
Local Government,The Flinders Ranges Council,2024-25,1
Local Government,The Flinders Ranges Council,2023-24,11
Local Government,The Flinders Ranges Council,2022-23,0
Local Government,The Flinders Ranges Council,2021-22,0
Local Government,The Flinders Ranges Council,2020-21,0
Local Government,The Flinders Ranges Council,2019-20,0
Local Government,The Flinders Ranges Council,2018-19,0
Local Government,The Flinders Ranges Council,2017-18,0
Local Government,The Flinders Ranges Council,2016-17,0
Local Government,The Flinders Ranges Council,2015-16,0
Local Government,The Flinders Ranges Council,2014-15,2
Local Government,The Flinders Ranges Council,2013-14,2
Local Government,The Flinders Ranges Council,2012-13,0
Local Government,The Flinders Ranges Council,2011-12,0
Local Government,The Rural City of Murray Bridge,2024-25,13
Local Government,The Rural City of Murray Bridge,2023-24,4
Local Government,The Rural City of Murray Bridge,2022-23,12
Local Government,The Rural City of Murray Bridge,2021-22,11
Local Government,The Rural City of Murray Bridge,2020-21,11
Local Government,The Rural City of Murray Bridge,2019-20,12
Local Government,The Rural City of Murray Bridge,2018-19,5
Local Government,The Rural City of Murray Bridge,2017-18,10
Local Government,The Rural City of Murray Bridge,2016-17,8
Local Government,The Rural City of Murray Bridge,2015-16,1
Local Government,The Rural City of Murray Bridge,2014-15,4
Local Government,The Rural City of Murray Bridge,2013-14,6
Local Government,The Rural City of Murray Bridge,2012-13,7
Local Government,The Rural City of Murray Bridge,2011-12,3
Local Government,Town of Gawler,2024-25,3
Local Government,Town of Gawler,2023-24,3
Local Government,Town of Gawler,2022-23,3
Local Government,Town of Gawler,2021-22,7
Local Government,Town of Gawler,2020-21,20
Local Government,Town of Gawler,2019-20,16
Local Government,Town of Gawler,2018-19,13
Local Government,Town of Gawler,2017-18,7
Local Government,Town of Gawler,2016-17,11
Local Government,Town of Gawler,2015-16,8
Local Government,Town of Gawler,2014-15,5
Local Government,Town of Gawler,2013-14,6
Local Government,Town of Gawler,2012-13,8
Local Government,Town of Gawler,2011-12,5
Local Government,Wattle Range Council,2024-25,1
Local Government,Wattle Range Council,2023-24,2
Local Government,Wattle Range Council,2022-23,6
Local Government,Wattle Range Council,2021-22,3
Local Government,Wattle Range Council,2020-21,12
Local Government,Wattle Range Council,2019-20,10
Local Government,Wattle Range Council,2018-19,4
Local Government,Wattle Range Council,2017-18,2
Local Government,Wattle Range Council,2016-17,5
Local Government,Wattle Range Council,2015-16,2
Local Government,Wattle Range Council,2014-15,5
Local Government,Wattle Range Council,2013-14,6
Local Government,Wattle Range Council,2012-13,3
Local Government,Wattle Range Council,2011-12,2
Local Government,Wudinna District Council,2023-24,2
Local Government,Wudinna District Council,2022-23,1
Local Government,Wudinna District Council,2021-22,1
Local Government,Wudinna District Council,2020-21,1
Local Government,Wudinna District Council,2019-20,1
Local Government,Wudinna District Council,2018-19,1
Local Government,Wudinna District Council,2017-18,0
Local Government,Wudinna District Council,2016-17,0
Local Government,Wudinna District Council,2015-16,0
Local Government,Wudinna District Council,2014-15,0
Local Government,Wudinna District Council,2013-14,0
Local Government,Wudinna District Council,2012-13,0
Local Government,Wudinna District Council,2011-12,0
Local Government,Yorke Peninsula Council,2024-25,4
Local Government,Yorke Peninsula Council,2023-24,3
Local Government,Yorke Peninsula Council,2022-23,6
Local Government,Yorke Peninsula Council,2021-22,1
Local Government,Yorke Peninsula Council,2020-21,2
Local Government,Yorke Peninsula Council,2019-20,0
Local Government,Yorke Peninsula Council,2018-19,1
Local Government,Yorke Peninsula Council,2017-18,2
Local Government,Yorke Peninsula Council,2016-17,4
Local Government,Yorke Peninsula Council,2015-16,0
Local Government,Yorke Peninsula Council,2014-15,1
Local Government,Yorke Peninsula Council,2013-14,3
Local Government,Yorke Peninsula Council,2012-13,2
Local Government,Yorke Peninsula Council,2011-12,2
Universities,Flinders University,2024-25,32
Universities,Flinders University,2023-24,21
Universities,Flinders University,2022-23,11
Universities,Flinders University,2021-22,15
Universities,Flinders University,2020-21,10
Universities,Flinders University,2019-20,15
Universities,Flinders University,2018-19,9
Universities,Flinders University,2017-18,9
Universities,Flinders University,2016-17,7
Universities,Flinders University,2015-16,2
Universities,Flinders University,2014-15,3
Universities,Flinders University,2013-14,6
Universities,Flinders University,2012-13,1
Universities,Flinders University,2011-12,5
Universities,University of Adelaide,2024-25,17
Universities,University of Adelaide,2023-24,44
Universities,University of Adelaide,2022-23,10
Universities,University of Adelaide,2021-22,17
Universities,University of Adelaide,2020-21,24
Universities,University of Adelaide,2019-20,29
Universities,University of Adelaide,2018-19,8
Universities,University of Adelaide,2017-18,10
Universities,University of Adelaide,2016-17,14
Universities,University of Adelaide,2015-16,10
Universities,University of Adelaide,2014-15,8
Universities,University of Adelaide,2013-14,12
Universities,University of Adelaide,2012-13,8
Universities,University of Adelaide,2011-12,13
Universities,University of South Australia,2024-25,15
Universities,University of South Australia,2023-24,27
Universities,University of South Australia,2022-23,3
Universities,University of South Australia,2021-22,0
Universities,University of South Australia,2020-21,0
Universities,University of South Australia,2019-20,0
Universities,University of South Australia,2018-19,0
Universities,University of South Australia,2017-18,0
Universities,University of South Australia,2016-17,0
Universities,University of South Australia,2015-16,0
Universities,University of South Australia,2014-15,3
Universities,University of South Australia,2013-14,0
Universities,University of South Australia,2012-13,3
Universities,University of South Australia,2011-12,2
