location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2023-03-14,52,36,88,107,69,<20,264,264,264,218382.28,218382.28
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-10-25,5146,2272,7418,1611,1710,<20,10739,10739,10739,6055600.00,6055185.68
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,56140.00,56140.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,<20,147878.00,147878.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-10-20,25,33,58,41,61,<20,160,160,160,26400.00,26400.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,67,3320000.00,3320000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,88,229239.00,229239.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,<20,130000.00,130000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2023-04-12,111,71,182,147,79,<20,408,408,408,432622.46,432480.32
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2023-05-29,10340,3250,13590,1849,2645,<20,18084,18084,18084,12086100.00,12085462.60
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,50000.00,50000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand disaster recovery allowance,2023-09-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2022-11-04,47,40,87,60,102,<20,249,249,249,56800.00,56800.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,55,2719818.00,2719818.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,60,325101.00,325101.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2025-12-16,306,210,516,<20,108,<20,626,626,626,1364604.63,1364538.63
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Payment,2026-01-28,13262,7398,20660,26,1570,<20,22256,22256,22256,15096800.00,15094800.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand disaster recovery allowance,2026-01-19,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand Disaster recovery payment,2025-08-20,31,<20,49,<20,<20,<20,54,54,54,38000.00,38000.00
16400,Port Stephens,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
