source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,2–29 days (2 days–<1 month),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,30–90 days (1–<3 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,91–182 days (3–<6 months),9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,183–364 days (6–<12 months),12
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,365+ days (12+ months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,Total,714
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,1 day,8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,2–29 days (2 days–<1 month),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,30–90 days (1–<3 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,91–182 days (3–<6 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other stimulants and hallucinogens,,Total,14
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,1 day,2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,2–29 days (2 days–<1 month),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,91–182 days (3–<6 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Volatile solvents,,Total,11
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,1 day,744
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,2–29 days (2 days–<1 month),285
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,30–90 days (1–<3 months),306
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,91–182 days (3–<6 months),251
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,183–364 days (6–<12 months),168
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,365+ days (12+ months),57
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cannabis,,Total,1811
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,1 day,15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,2–29 days (2 days–<1 month),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,30–90 days (1–<3 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,91–182 days (3–<6 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,183–364 days (6–<12 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other,,Total,32
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,1 day,93
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,2–29 days (2 days–<1 month),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,30–90 days (1–<3 months),25
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,91–182 days (3–<6 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,183–364 days (6–<12 months),29
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Not stated,,Total,157
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,1 day,4909
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,2–29 days (2 days–<1 month),2276
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,30–90 days (1–<3 months),1727
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,91–182 days (3–<6 months),1467
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,183–364 days (6–<12 months),946
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,365+ days (12+ months),393
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Total,,Total,11718
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,1 day,13
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,2–29 days (2 days–<1 month),39
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,30–90 days (1–<3 months),13
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,91–182 days (3–<6 months),18
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,183–364 days (6–<12 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,365+ days (12+ months),14
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Codeine,,Total,104
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,1 day,20
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,2–29 days (2 days–<1 month),22
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,30–90 days (1–<3 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,91–182 days (3–<6 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,183–364 days (6–<12 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,365+ days (12+ months),18
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Morphine,,Total,84
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,1 day,24
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,2–29 days (2 days–<1 month),23
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,30–90 days (1–<3 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,91–182 days (3–<6 months),23
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,183–364 days (6–<12 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,365+ days (12+ months),16
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Buprenorphine,,Total,106
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Heroin,,1 day,132
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Heroin,,2–29 days (2 days–<1 month),141
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Heroin,,30–90 days (1–<3 months),78
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Heroin,,91–182 days (3–<6 months),81
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2017–18,Heroin,,183–364 days (6–<12 months),42
