table,table_title,reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,50
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,11.7
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,13.3
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,18.5
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,118
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,123
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,22.2
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,22.6
01,"National quarterly disputes, employees involved and working days lost",2021-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,64.6
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,37
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,55
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,50.6
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,57.2
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,68.5
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,128
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,130
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,70.7
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,71.1
01,"National quarterly disputes, employees involved and working days lost",2021-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,116.6
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,22
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,30
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,10.1
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,11.4
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,19.6
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,128
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,134
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,78.4
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,78.9
01,"National quarterly disputes, employees involved and working days lost",2022-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,117
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,45
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,52
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,71.2
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,73.7
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,128.1
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,143
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,154
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,143.7
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,145.3
01,"National quarterly disputes, employees involved and working days lost",2022-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,234.6
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,60
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,70
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,21.2
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,22.2
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,28.1
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,164
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,182
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,153.2
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,159.8
01,"National quarterly disputes, employees involved and working days lost",2022-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,244.2
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,53
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,68
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,18.4
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,21.6
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,21
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,180
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,188
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,121
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,122.4
01,"National quarterly disputes, employees involved and working days lost",2022-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,196.8
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,33
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,41
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,4.1
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,4.7
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,7.7
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,191
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,198
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,115
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,117.4
01,"National quarterly disputes, employees involved and working days lost",2023-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,184.9
01,"National quarterly disputes, employees involved and working days lost",2023-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,57
01,"National quarterly disputes, employees involved and working days lost",2023-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,71
01,"National quarterly disputes, employees involved and working days lost",2023-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,9.6
