table_code,table_title,source_file,workbook_label,sheet,n_rows,dimension_columns,value_columns,notes
S120b,"Young people in sentenced detention during the year, states and territories, 2020–21 to 2024–25",s72-s125.xlsx,Characteristics of young people in detention,Table S120,5,none,nsw; vic; qld; wa; sa; tas; act; nt; australia,"Notes | 1. Number of unsentenced and sentenced young people may not sum to total number of young people as some young people may have changed legal status during the year. | 2. Trend data may differ from those previously published due to data revisions. | 3. This data should be interpreted with caution due to potential issues with recording and updating of custodial order details in Tasmania. | 4. For Tasmania and the Australian Capital Terriorty, young people aged 18 and over in detention during the year have been excluded due to small numbers. | Source: AIHW Youth Justice National Minimum Dataset (YJ NMDS) 2000–01 to 2024–25."
S121,"Young people who completed a period of sentenced detention during the year, number of periods completed by Indigenous status, Australia, 2024–25",s72-s125.xlsx,Characteristics of young people in detention,Table S121,4,number_of_periods_completed; first_nations; non_indigenous; not_stated,total,
S122,"Number and median length of completed periods of sentenced detention by Indigenous status, states and territories, 2024–25",s72-s125.xlsx,Characteristics of young people in detention,Table S122,16,section; indigenous_status,nsw; vic; qld; wa; sa; tas; act; nt; australia,Notes | 1. Median lengths were not calculated where there were fewer than five periods. | 2. This data should be interpreted with caution due to potential issues with recording and updating of custodial order details in Tasmania. | Source: AIHW Youth Justice National Minimum Dataset (YJ NMDS) 2000–01 to 2024–25.
S123,"Periods of sentenced detention by end reason and Indigenous status, states and territories, 2024–25",s72-s125.xlsx,Characteristics of young people in detention,Table S123,28,indigenous_status; detention_end_reason,nsw; vic; qld; wa; sa; tas; act; nt; australia,
S124,"Average length of time spent in sentenced detention during the year by Indigenous status, states and territories, 2020–21 to 2024–25 (days)",s72-s125.xlsx,Characteristics of young people in detention,Table S124,20,year; indigenous_status,nsw; vic; qld; wa; sa; tas; act; nt; australia,
S125,"Young people in sentenced detention by previous supervised sentence and Indigenous status, Australia, 2024–25",s72-s125.xlsx,Characteristics of young people in detention,Table S125,4,previous_supervised_sentence; first_nations; non_indigenous; not_stated,total,
S126a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, New South Wales, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S126,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S126b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, New South Wales, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S126,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S126c,"Young people in detention on an average day(a) by age, sex and Indigenous status, New South Wales, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S126,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S127a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, New South Wales, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S127,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 126a"
S127b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, New South Wales,2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S127,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS2025; Table 126b"
S127c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, New South Wales,2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S127,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 126c"
S128a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Victoria, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S128,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S128b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, Victoria, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S128,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S128c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Victoria, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S128,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S129a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, Victoria,2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S129,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 128a"
S129b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, Victoria, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S129,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 128b"
S129c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, Victoria, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S129,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 128c"
S130a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Queensland, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S130,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S130b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, Queensland, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S130,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S130c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Queensland, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S130,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S131a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, Queensland, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S131,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 130a"
S131b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, Queensland, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S131,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 130b"
S131c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, Queensland, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S131,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 130c"
S132a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Western Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S132,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S132b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, Western Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S132,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S132c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Western Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S132,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S133a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, Western Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S133,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 132a"
S133b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, Western Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S133,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 132b"
S133c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, Western Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S133,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"(a) Number of young people on an average day may not sum to total due to rounding. | Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 132c"
S134a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, South Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S134,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S134b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, South Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S134,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S134c,"Young people in detention on an average day(a) by age, sex and Indigenous status, South Australia, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S134,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S135a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, South Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S135,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 134a"
S135b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, South Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S135,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 134b"
S135c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, South Australia, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S135,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 134c"
S136a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Tasmania, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S136,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S136b,"Young people under community–based supervision on an average day(a) by age, sex and Indigenous status, Tasmania, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S136,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S136c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Tasmania, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S136,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S137a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, Tasmania, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S137,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 136a"
S137b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, Tasmania, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S137,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 136b"
S137c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, Tasmania, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S137,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 136c"
S138a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Australian Capital Territory, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S138,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S138b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, Australian Capital Territory, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S138,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S138c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Australian Capital Territory, 2019–20 to 2024–25",s126-s141.xlsx,State and territory summary,Table S138,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S139a,"Young people aged 12–17 under supervision on an average day by Indigenous status and age, Australian Capital Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S139,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 12_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | 5. In November 2023, the Australian Capital Territory raised the minimum age of criminal responsibility from 10 to 12. The population for the Australian Capital Territory from 2023-24 are for young people aged 12-17. | Sources: ABS 2024; Table 138a"
S139b,"Young people aged 12–17 under community-based supervision on an average day by Indigenous status and age, Australian Capital Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S139,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 12_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | 5. In November 2023, the Australian Capital Territory raised the minimum age of criminal responsibility from 10 to 12. The population for the Australian Capital Territory from  2023-24 are for young people aged 12-17. | Sources: ABS2024; Table 138b"
S139c,"Young people aged 12–17 in detention on an average day by Indigenous status and age, Australian Capital Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S139,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 12_17,"(a) Number of young people on an average day may not sum to total due to rounding. | Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | 5. In November 2023, the Australian Capital Territory raised the minimum age of criminal responsibility from 10 to 12. The population for the Australian Capital Territory from  2023-24 are for young people aged 12-17. | Sources: ABS 2024; Table 138c"
S140a,"Young people under supervision on an average day(a) by age, sex and Indigenous status, Northern Territory, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S140,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S140b,"Young people under community-based supervision on an average day(a) by age, sex and Indigenous status, Northern Territory, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S140,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S140c,"Young people in detention on an average day(a) by age, sex and Indigenous status, Northern Territory, 2020–21 to 2024–25",s126-s141.xlsx,State and territory summary,Table S140,60,year; sex; indigenous_status,10; 11; 12; 13; 10_13; 14; 15; 16; 17; 14_17; 10_17; 18plus; total,
S141a,"Young people aged 10–17 under supervision on an average day by Indigenous status and age, Northern Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S141,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | 5. Rate of young people on an average day not available for the Northern Territory in 2024–25. | Sources: ABS 2025; Table 140a"
S141b,"Young people aged 10–17 under community-based supervision on an average day by Indigenous status and age, Northern Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S141,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | 5. Rate of young people on an average day not available for the Northern Territory in 2024–25. | Sources: ABS 2025; Table 140b"
S141c,"Young people aged 10–17 in detention on an average day by Indigenous status and age, Northern Territory, 2024–25 (rate)",s126-s141.xlsx,State and territory summary,Table S141,3,indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; 10_17,"Notes | 1. Age on an average day is calculated based on the age a young person is each day that they are under supervision. If a young person changes age during a period of supervision, the average daily number under supervision will reflect this. Average daily data broken down by age will not be comparable with data in Youth justice in Australia releases before 2019–20. | 2. Total includes young people of unknown First Nations identity. | 3. Rates are number of young people per 10,000 relevant population. | 4. Rates are not published where there were fewer than five young people. | Sources: ABS 2025; Table 140c"
S142,"Population of young people aged 10–17, by age, sex and Indigenous status, Australia, December 2024",s142-s151.xlsx,Population numbers,Table S142,9,sex; indigenous_status,10; 11; 12; 13; 14; 15; 16; 17; total,
S143,"Population of young people aged 10–17, by sex and Indigenous status, states and territories, December 2024",s142-s151.xlsx,Population numbers,Table S143,9,sex; indigenous_status,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
S144,"Population of young people aged 10–17, by sex, states and territories, December 2015 – December 2024",s142-s151.xlsx,Population numbers,Table S144,30,year; sex,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
S145,"Population of young people aged 10–17, by Indigenous status, states and territories, 2016–17 to 2024–25, December 2024",s142-s151.xlsx,Population numbers,Table S145,27,year; indigenous_status,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
S146,"Population of young people aged 10–17, by sex and Indigenous status, states and territories, 2016–17 to 2024–25, December 2024: Fi",s142-s151.xlsx,Population numbers,Table S146,81,year; sex; indigenous_status,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
S147a,"Population of young people aged 10–17, by age and sex, Australia, December 2020 to December 2024",s142-s151.xlsx,Population numbers,Table S147,15,sex; year,10; 11; 12; 13; 14; 15; 16; 17; total,
S147b,"Population of young people aged 10–17, by age and sex, Australia(a), December 2020 to December 2024",s142-s151.xlsx,Population numbers,Table S147,15,sex; year,10; 11; 12; 13; 14; 15; 16; 17; total,
S148,"Population of young people aged 10–17, by remoteness, states and territories, December 2024",s142-s151.xlsx,Population numbers,Table S148,5,remoteness_area,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,"Notes | 1.  Some remoteness areas are not found in all states and territories. | 2. In November 2023, the Australian Capital Territory raised the minimum age of criminal responsibility from 10 to 12. The population for the Australian Capital Territory from 2023-24 are for young people aged 12-17. | Source: ABS 2025c"
S149,"Population of young people aged 10–17, by socioeconomic position, states and territories, December 2024",s142-s151.xlsx,Population numbers,Table S149,5,socioeconomic_areas,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,"Notes | 1. The ACT has highly diverse suburbs with advantaged households in close proximity to disadvantaged households. It has a high proportion of the most relatively disadvantaged persons residing in areas classified by SEIFA as being less disadvantaged. In this respect, the ACT is unique and comparisons with other jurisdictions should be made with caution. | 2. In November 2023, the Australian Capital Territory raised the minimum age of criminal responsibility from 10 to 12. The population for the Australian Capital Territory from 2023-24 are for young people aged 12-17. | Source: ABS 2025b"
S150,"Population of young people aged 10–17, by age group, Indigenous status, states and territories, December 2024",s142-s151.xlsx,Population numbers,Table S150,9,indigenous_status; age_group,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
S151,"Population of young people aged 10–17, by age, Indigenous status, states and territories, December 2024",s142-s151.xlsx,Population numbers,Table S151,24,indigenous_status; age,nsw; vic; qld; wa; sa; tas; act; nt; australia_excl_nt; australia,
