table,title,category,jurisdiction,financial_year,value
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,SA,2019-20,0.002582866982350409
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,SA,2020-21,0.0031356509884117247
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,SA,2021-22,0.015062020082693443
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,SA,2022-23,0.0038098140810728437
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,SA,2023-24p,0.004056162246489859
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2018-19,0.005782804660260227
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2019-20,0.005983350676378772
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2020-21,0.003197629075027297
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2021-22,0.00474238405272888
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2022-23,0.00655307994757536
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,WA,2023-24p,0.009088910063768966
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2018-19,0.002738892270237371
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2019-20,0.016049382716049384
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2020-21,0.002318840579710145
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2021-22,0.00731981981981982
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2022-23,0.007615546218487395
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,TAS,2023-24p,0.0039447731755424065
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2018-19,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2019-20,0.00847457627118644
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2020-21,0.008598452278589854
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2021-22,0.012404580152671756
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2022-23,0.005159958720330237
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,NT,2023-24p,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2018-19,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2019-20,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2020-21,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2021-22,0.00903225806451613
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2022-23,0.00777511961722488
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,ACT,2023-24p,0.0033917467495760316
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2018-19,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2019-20,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2020-21,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2021-22,0.00940733772342427
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2022-23,0.009354536950420954
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Aus Gov,2023-24p,0.002644336712208021
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2018-19,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2019-20,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2020-21,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2021-22,0.08695652173913043
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2022-23,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Biological factors,Seacare,2023-24p,NP
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2018-19,0.0868303456777441
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2019-20,0.08894627417332189
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2020-21,0.08975995138255849
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2021-22,0.08772125705268485
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2022-23,0.1008062013365425
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,AUST,2023-24p,0.11478527607361963
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2018-19,0.10994473743975372
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2019-20,0.10142126208072769
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2020-21,0.1080770995869665
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2021-22,0.09247098350641417
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2022-23,0.10935979424440428
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,NSW,2023-24p,0.14202982481540466
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2018-19,0.12001696352841391
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2019-20,0.13087044060495387
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2020-21,0.12324118897887165
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2021-22,0.13089855581405557
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2022-23,0.14466893378675735
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,VIC,2023-24p,0.15040268182004007
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2018-19,0.04304383902641405
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2019-20,0.05135599038791624
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2020-21,0.054735490969102414
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2021-22,0.05870253164556962
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2022-23,0.07394335384884637
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,QLD,2023-24p,0.079010333131754
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2018-19,0.11456698530460836
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2019-20,0.11995982206916343
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2020-21,0.11015678254942059
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2021-22,0.10484347312463083
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2022-23,0.09631209996952149
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,SA,2023-24p,0.10046801872074883
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2018-19,0.03588740539161493
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2019-20,0.03503295178633368
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2020-21,0.033926064576509124
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2021-22,0.03367896471344747
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2022-23,0.04132295119882815
Table 1.11,"Table 1.11. Serious claims by mechanism of incident and jurisdiction (% of total), 6-year to 2023-24p (Indicator 10a - 10j)",Mental stress,WA,2023-24p,0.044638276038994354
