table,section,category,subcategory,unit,financial_year,state,measure,value
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,SA,,2623.7157
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,WA,,5980.4876
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Tas,,813.7791
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,NT,,651.2551
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,ACT,,361.3117
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Total(a),,46388.7491
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,NSW,,16571.6547
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Vic,,11309.3239
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Qld,,12745.4023
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,SA,,3213.8331
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,WA,,7564.9077
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Tas,,1183.412
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,NT,,799.8031
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,ACT,,354.3433
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Total(a),,53742.6803
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,NSW,,13136.9528
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Vic,,9131.9875
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Qld,,10102.0377
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,SA,,2824.7097
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,WA,,6430.7723
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Tas,,794.9071
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,NT,,441.5693
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,ACT,,228.1491
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Total(a),,43091.0855
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,NSW,,15734.1558
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Vic,,7937.6928
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Qld,,12014.6847
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,SA,,3300.3275
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,WA,,6623.6135
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Tas,,1062.1174
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,NT,,615.2861
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,ACT,,205.0861
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Total(a),,47492.9639
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,NSW,,13487.0809
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Vic,,10011.0592
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Qld,,14053.4752
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,SA,,2975.4127
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,WA,,7860.8692
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Tas,,1060.3145
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,NT,,519.093
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,ACT,,208.4947
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Total(a),,50175.7995
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,NSW,,21318.4498
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Vic,,14011.1135
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Qld,,17920.4798
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,SA,,3998.4795
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,WA,,9104.6898
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Tas,,1280.2403
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,NT,,796.9742
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,ACT,,349.8126
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Total(a),,68780.2394
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,NSW,,22118.6804
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Vic,,15545.4684
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Qld,,17596.6085
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,SA,,3918.0492
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,WA,,9951.7911
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Tas,,1283.9137
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,NT,,841.6546
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,ACT,,374.4528
Table 4,,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Total(a),,71630.6188
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,NSW,,7937.4604
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Vic,,7603.6446
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Qld,,7917.6985
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,SA,,2403.9284
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,WA,,2271.2153
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Tas,,1869.3771
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,NT,,1455.9641
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,ACT,,1555.3497
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Total(a),,33014.6381
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,NSW,,9644.1669
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Vic,,7863.0411
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Qld,,8930.2503
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,SA,,2527.6075
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,WA,,2447.3181
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Tas,,1832.0171
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,NT,,1325.8757
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,ACT,,1706.9715
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2017-18,Total(a),,36277.2483
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,NSW,,10399.0233
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Vic,,9002.8986
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Qld,,9895.6687
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,SA,,2942.0163
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,WA,,2887.7478
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Tas,,2062.5265
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,NT,,1580.1789
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,ACT,,1780.2576
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2018-19,Total(a),,40550.3176
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,NSW,,8607.2547
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Vic,,6925.1152
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Qld,,7855.0171
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,SA,,2402.4475
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,WA,,2615.0433
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Tas,,1875.7545
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,NT,,1218.9457
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,ACT,,1338.3377
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2019-20,Total(a),,32837.9157
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,NSW,,5389.8422
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Vic,,2631.8099
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Qld,,5301.9393
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,SA,,1897.2634
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,WA,,1050.3809
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Tas,,1318.912
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,NT,,856.8238
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,ACT,,1166.0596
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2020-21,Total(a),,19613.031
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,NSW,,6611.1453
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Vic,,4504.493
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Qld,,7294.6418
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,SA,,2076.0772
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,WA,,1388.393
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Tas,,1788.987
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,NT,,1526.0857
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,ACT,,1239.3746
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2021-22,Total(a),,26429.1977
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,NSW,,12838.5799
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Vic,,11613.3935
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Qld,,14013.2887
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,SA,,3831.8039
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,WA,,4090.404
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Tas,,2532.6261
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,NT,,2010.0259
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,ACT,,2383.6418
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2022-23,Total(a),,53313.7637
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,NSW,,13239.8568
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Vic,,10975.6011
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Qld,,14315.0022
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,SA,,3854.7671
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,WA,,3784.5141
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Tas,,2887.5941
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,NT,,2006.6369
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,ACT,,2396.4162
Table 4,,Interstate(b),,LEVEL ($ million) – purchaser's prices,2023-24,Total(a),,53460.3886
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,NSW,,11484.7
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,Vic,,8616.7565
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,Qld,,6495.6131
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,SA,,1504.0253
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,WA,,3027.0247
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,Tas,,625.3423
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,NT,,610.0028
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,ACT,,560.5343
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2016-17,Total(a),,32923.9991
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,NSW,,12274.9919
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,Vic,,9462.382
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,Qld,,7167.3715
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,SA,,1637.2201
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,WA,,2865.0423
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,Tas,,775.2184
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,NT,,567.9051
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,ACT,,693.8688
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2017-18,Total(a),,35444
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,NSW,,13201.2264
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,Vic,,10240.6542
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,Qld,,7616.3269
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,SA,,1612.142
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,WA,,2966.7347
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,Tas,,751.7963
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,NT,,605.3238
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,ACT,,694.7957
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2018-19,Total(a),,37688.9999
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,NSW,,9533.3728
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,Vic,,7943.5603
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,Qld,,5874.9657
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,SA,,1319.1277
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,WA,,2331.9012
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,Tas,,559.7573
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,NT,,492.6581
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,ACT,,439.6573
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2019-20,Total(a),,28495.0004
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,NSW,,428.1641
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,Vic,,174.4795
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,Qld,,205.1281
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,SA,,54.8153
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,WA,,84.7328
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,Tas,,19.0071
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,NT,,18.7467
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,ACT,,13.9264
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2020-21,Total(a),,999
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,NSW,,2202.9395
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,Vic,,1804.023
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,Qld,,921.4544
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,SA,,245.2324
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,WA,,406.5334
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,Tas,,85.4059
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,NT,,68.7799
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,ACT,,95.6316
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2021-22,Total(a),,5830.0001
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,NSW,,9632.9676
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,Vic,,5739.1392
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,Qld,,5374.5607
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,SA,,1431.8395
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,WA,,2485.1643
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,Tas,,443.0699
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,NT,,407.0396
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,ACT,,440.2188
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2022-23,Total(a),,25953.9995
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,NSW,,14012.3132
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,Vic,,9635.5992
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,Qld,,7794.858
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,SA,,1873.4604
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,WA,,3025.8321
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,Tas,,736.33
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,NT,,600.2483
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,ACT,,647.358
Table 4,,International,,LEVEL ($ million) – purchaser's prices,2023-24,Total(a),,38325.9992
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,NSW,,39017.1512
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,Vic,,30036.673
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,Qld,,29483.0914
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,SA,,7900.3886999999995
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,WA,,14723.9215
Table 4,,Total,,LEVEL ($ million) – purchaser's prices,2016-17,Tas,,3961.3043000000002
