tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
NND2021/002,West Wyalong Local Aboriginal Land Council ,NSD923/2020,West Wyalong Local Aboriginal Land Council v Attorney-General (NSW) ,2021-09-13,2021-09-15,Unopposed,In effect - Finalised,Native title does not exist,,NN2020/007,0.5872,2021-09-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1116,NSW,,2025-04-03,Non-Claimant,147.2186593961137,-33.92976487588131
NND2022/001,Biraban Local Aboriginal Land Council,NSD1033/2020,Biraban Local Aboriginal Land Council v Attorney-General of New South Wales,2022-02-24,2022-02-25,Unopposed,In effect - Finalised,Native title does not exist,,NN2020/008,0.4053,2022-03-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0144,NSW,,2025-04-03,Non-Claimant,151.53227580983923,-33.102724081825606
NND2022/002,Darkinjung Local Aboriginal Land Council,NSD1189/2020,Darkinjung Local Aboriginal Land Council v Attorney General of New South Wales,2022-12-22,2022-12-23,Consent,In effect - Finalised,Native title does not exist,,NN2020/009,0.2188,2023-01-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1555,NSW,,2025-04-03,Non-Claimant,151.54740272109166,-33.18097391478002
NND2023/001,Griffith Local Aboriginal Land Council,NSD1178/2021,Griffith Local Aboriginal Land Council v Attorney General of New South Wales,2023-05-12,2023-05-16,Unopposed,In effect - Finalised,Native title does not exist,,NN2021/004,0.4975,2023-06-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0457,NSW,,2025-04-03,Non-Claimant,146.08452053029927,-34.25835289773942
NND2023/002,Deerubbin Local Aboriginal Land Council,NSD1120/2021,Deerubbin Local Aboriginal Land Council v Attorney General of New South Wales,2023-07-20,2023-07-24,Unopposed,In effect - Finalised,Native title does not exist,,NN2021/003,0.0935,2023-07-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0813,NSW,,2025-04-03,Non-Claimant,151.01760046612014,-33.675887969074566
NND2023/003,Coonamble Local Aboriginal Land Council,NSD983/2021,Coonamble Local Aboriginal Land Council v Attorney General of New South Wales,2023-08-10,2023-08-14,Unopposed,In effect - Finalised,Native title does not exist,,NN2021/002,0.0009,2023-08-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0938,NSW,,2025-04-03,Non-Claimant,148.3875633868712,-30.953846531431044
NND2024/001,Armidale Local Aboriginal Land Council,NSD1011/2022,Armidale Local Aboriginal Land Council v Attorney General of New South Wales,2024-02-06,2024-02-23,Unopposed,In effect - Finalised,Native title does not exist,,NN2022/002,0.1645,2024-02-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0050,NSW,,2025-04-03,Non-Claimant,151.67505804475215,-30.54196264112535
NPD2004/001,Barkandji (Paakantyi) People #11,NSD6167/1998,Lawson v Minister for Land & Water Conservation,2004-02-16,2004-02-27,Litigated,In effect - Finalised,Native title does not exist,,NP1997/004,146.9708,2021-06-08,http://www.austlii.edu.au/au/cases/cth/FCA/2004/165.html,NSW,,2025-04-03,Compensation,141.31161800481732,-34.01844725813088
QCD1992/001,Mabo,B012/1982,Mabo and Others v Queensland,1992-06-03,1999-01-12,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Mer Gedkem Le (Torres Strait Islanders) Corporation RNTBC,,4.0484,2025-02-05,http://www.austlii.edu.au/au/cases/cth/HCA/1992/23.html,QLD,,2025-04-03,Claimant,144.05138041766494,-9.916662388525632
QCD1997/001,Hopevale,QUD174/1997,Erica Deeral (On behalf of herself & the Gamaay Peoples) & Ors v Gordon Charlie & Ors,1997-12-08,1997-12-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,"Walmbaar Aboriginal Corporation RNTBC, Hopevale Congress Aboriginal Corporation RNTBC, Dhubbi Warra Aboriginal Corporation RNTBC",QC1996/015,1096.7066,2023-08-14,http://www.austlii.edu.au/au/cases/cth/FCA/1997/1408.html,QLD,,2025-04-03,Claimant,145.19200371783194,-15.166518069082457
QCD1998/001,Western (Sunset) Yalanji,QUD6002/1996,"Western Yalanji or ""Sunset"" Peoples v Alan & Karen Pedersen & Ors",1998-09-28,1998-09-28,Consent,In effect - Finalised,Native title exists in parts of the determination area,Western Yalanji Aboriginal Corporation RNTBC,QC1995/010,240.3645,2013-06-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/1998/1998fca1269,QLD,,2025-04-03,Claimant,144.51360202713923,-16.542603474961467
QCD1999/001,Saibai Island,QUD6017/1998,Saibai People v State of Queensland and Others,1999-02-12,1999-02-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Saibai Mura Buway (Torres Strait Islanders) Corporation RNTBC,QC1995/013,110.3594,2022-02-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/1999/1999fca0158,QLD,,2025-04-03,Claimant,142.6905421246844,-9.393915899818305
QCD1999/002,Moa Island (Mualgal People),QUD6035/1998,Mualgal People v State of Queensland,1999-02-12,1999-02-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Mualgal Torres Strait Islanders Corporation RNTBC,QC1996/020,166.9607,2020-12-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/1999/1999fca0157,QLD,,2025-04-03,Claimant,142.2651614325415,-10.18282781575337
QCD2000/001,Mabuiag People,QUD6062/1998,Mabuiag People v State of Queensland,2000-07-06,2000-08-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Goemulgaw (Torres Strait Islanders) Corporation RNTBC,QC1996/047,7.342,2020-12-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2000/2000fca1065,QLD,,2025-04-03,Claimant,142.18067267762675,-9.954017426274323
QCD2000/002,Dauan People,QUD6248/1998,Dauan People v State of Queensland,2000-07-06,2000-08-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Dauanalgaw (Torres Strait Islanders) Corporation RNTBC,QC1996/083,3.3042,2021-09-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2000/2000fca1064,QLD,,2025-04-03,Claimant,142.53614746005297,-9.42181660160869
QCD2000/003,Masig People and Damuth People,"QUD6050/1998, QUD6068/1998",Masig People v State of Queensland,2000-07-07,2000-08-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Masigalgal (Torres Strait Islanders) Corporation RNTBC,"QC1996/035, QC1996/053",3.7146,2025-02-05,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2000/2000fca1067,QLD,,2025-04-03,Claimant,143.3689676028232,-9.749663385570408
QCD2000/004,Warraber People,QUD6073/1998,Warraber People v State of Queensland and others,2000-07-07,2000-08-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Warraberalgal (Torres Strait Islanders) Corporation RNTBC,QC1996/058,1.2315,2020-11-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2000/2000fca1066,QLD,,2025-04-03,Claimant,142.82115451454183,-10.213443590008888
QCD2000/005,Porumalgal Poruma People,QUD6087/1998,Poruma People v State of Queensland,2000-07-07,2000-08-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Porumalgal (Torres Strait Islanders) Corporation RNTBC,QC1996/081,0.3222,2019-03-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2000/2000fca1066,QLD,,2025-04-03,Claimant,143.06953856621294,-10.050310749552304
QCD2000/006,Wik and Wik-Way Peoples,QUD6001/1998,Wik Peoples v State of Queensland,2000-10-03,2000-10-17,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngan Aak-Kunch Aboriginal Corporation RNTBC,QC1994/003,6112.0222,2021-10-13,http://www.austlii.edu.au/au/cases/cth/FCA/2000/1443.html,QLD,,2025-04-03,Claimant,141.7703163285996,-13.91571024134406
QCD2001/001,Kaurareg People (Ngurupai),QUD6023/1998,Mr Billy Wasaga and Others on behalf of the Kaurareg People v State of Queensland & Ors,2001-05-23,2001-06-22,Consent,In effect - Finalised,Native title exists in the entire determination area,Kaurareg Native Title Aboriginal Corporation RNTBC,QC1996/006,40.0621,2025-10-02,http://www.austlii.edu.au/au/cases/cth/FCA/2001/657.html,QLD,,2025-10-03,Claimant,142.28149955719906,-10.6098694974219
QCD2001/002,Kaurareg People (Murulag #1),QUD6024/1998,Mr Billy Wasaga and Others on behalf of the Kaurareg People v State of Queensland & Ors,2001-05-23,2001-06-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kaurareg Native Title Aboriginal Corporation RNTBC,QC1996/007,166.2135,2018-07-04,http://www.austlii.edu.au/au/cases/cth/FCA/2001/657.html,QLD,,2025-04-03,Claimant,142.1920602211926,-10.682885016253339
QCD2001/003,Kaurareg People (Zuna),QUD6025/1998,Mr Billy Wasaga and Others on behalf of the Kaurareg People v State of Queensland & Ors,2001-05-23,2001-06-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kaurareg Native Title Aboriginal Corporation RNTBC,QC1996/008,5.2578,2021-09-17,http://www.austlii.edu.au/au/cases/cth/FCA/2001/657.html,QLD,,2025-04-03,Claimant,142.29567175033745,-10.718711420046835
QCD2001/004,Kaurareg People (Murulag #2),QUD6026/1998,Mr Billy Wasaga and Others on behalf of the Kaurareg People v State of Queensland & Ors,2001-05-23,2001-06-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kaurareg Native Title Aboriginal Corporation RNTBC,QC1996/009,23.2437,2021-09-17,http://www.austlii.edu.au/au/cases/cth/FCA/2001/657.html,QLD,,2025-04-03,Claimant,142.13292937083745,-10.69234589138898
QCD2001/005,"Kaurareg People (Mipa, Tarilag, Yeta, Damaralag)",QUD6027/1998,Mr Billy Wasaga and Others on behalf of the Kaurareg People v State of Queensland & Ors,2001-05-23,2001-06-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kaurareg Native Title Aboriginal Corporation RNTBC,QC1996/010,3.2515,2018-07-04,http://www.austlii.edu.au/au/cases/cth/FCA/2001/657.html,QLD,,2025-04-03,Claimant,142.23293850909968,-10.729680809201533
QCD2001/006,Meriam People,QUD6204/1998,Andrew Passi on behalf of the Meriam People v State of Queensland,2001-06-14,2001-06-17,Consent,In effect - Finalised,Native title exists in the entire determination area,Mer Gedkem Le (Torres Strait Islanders) Corporation RNTBC,QC1998/034,0.6134,2013-05-30,http://www.austlii.edu.au/au/cases/cth/FCA/2001/697.html,QLD,,2025-04-03,Claimant,144.02934703753093,-9.944931537186868
QCD2001/007,Bar-Barrum People,QUD6222/1998,Bar-Barrum People v State of Queensland & Others,2001-06-28,2001-07-05,Consent,In effect - Finalised,Native title exists in parts of the determination area,Bar-Barrum Aboriginal Corporation RNTBC,QC1996/105,315.714,2024-10-03,http://www.austlii.edu.au/au/cases/cth/FCA/2001/868.html,QLD,,2025-04-03,Claimant,145.13832206570294,-17.474739587467973
QCD2004/001,Wellesley Islands Sea Claim,QUD207/1997,The Lardil Peoples v State of Queensland,2004-03-23,2004-03-24,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Gulf Region Aboriginal Corporation RNTBC,QC1996/002,9118.3755,2026-03-26,http://www.austlii.edu.au/au/cases/cth/FCA/2004/298.html,QLD,,2026-03-27,Claimant,139.4306628842293,-16.75397430854733
QCD2004/002,Wik and Wik Way Native Title Determination No. 2,QUD6001/1998,Wik Peoples v State of Queensland,2004-10-13,2005-03-30,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngan Aak-Kunch Aboriginal Corporation RNTBC,QC1994/003,5537.6333,2023-08-01,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1306.html,QLD,,2025-04-03,Claimant,142.09130553817957,-13.64929364145832
QCD2004/003,Wik and Wik Way Native Title Determination No. 3,QUD6001/1998,Wik Peoples v State of Queensland,2004-10-13,2005-03-30,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngan Aak-Kunch Aboriginal Corporation RNTBC,QC1994/003,6983.5577,2021-10-13,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1306.html,QLD,,2025-04-03,Claimant,142.55605388977662,-14.324660270625271
QCD2004/004,Kulkalgal People,QUD6006/2001,Warria on behalf of the Kulkalgal v State of Queensland,2004-12-07,2004-12-21,Consent,In effect - Finalised,Native title exists in the entire determination area,Kulkalgal (Torres Strait Islanders) Corporation RNTBC,QC2001/007,0.5632,2018-02-28,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1572.html,QLD,,2025-04-03,Claimant,143.2902323637732,-9.9523946531966
QCD2004/005,Erubam Le (Darnley Islanders) #1,QUD6036/1998,Mye on behalf of the Erubam Le v State of Queensland,2004-12-08,2005-05-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Erubam Le Traditional Land and Sea Owners (Torres Strait Islanders) Corporation RNTBC,QC2001/020,5.5768,2020-11-27,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1573.html,QLD,,2025-04-03,Claimant,143.76743174329553,-9.584902441560855
QCD2004/006,Ugar (Stephens Islanders) #1,QUD6076/1998,Stephen on behalf of the Ugar People v State of Queensland,2004-12-09,2005-05-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Ugar Ged Kem Le Zeuber Er Kep Le (Torres Strait Islanders) Corporation RNTBC,QC1996/061,0.6595,2020-11-19,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1574.html,QLD,,2025-04-03,Claimant,143.4906089935631,-9.533973252649972
QCD2004/007,People of Boigu Island #2,QUD6199/1998,Gibuma on behalf of the Boigu People v State of Queensland,2004-12-10,2005-05-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Malu Kiai (Torres Strait Islanders) Corporation RNTBC,QC1998/029,75.4533,2019-09-23,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1575.html,QLD,,2025-04-03,Claimant,142.2112680608299,-9.260889388397812
QCD2004/008,Gebara Islanders #1,QUD6066/1998,Newie on behalf of the Gebaralgal v State of Queensland,2004-12-13,2004-12-21,Consent,In effect - Finalised,Native title exists in the entire determination area,Gebaralgal (Torres Strait Islanders) Corporation RNTBC,QC1996/051,3.281,2018-02-28,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1577.html,QLD,,2025-04-03,Claimant,142.63459345183017,-9.766903381769787
QCD2004/009,Yam Islanders/Tudulaig People,QUD6052/1998,David on behalf of the Iama People and Tudulaig v State of Queensland,2004-12-13,2005-05-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Magani Lagaugal (Torres Strait Islanders) Corporation RNTBC,QC2002/015,11.5845,2020-12-07,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1576.html,QLD,,2025-04-03,Claimant,142.8968339604398,-9.85921791177188
QCD2004/010,Badu Islanders #1,QUD6078/1998,Nona on behalf of the Badulgal v State of Queensland,2004-12-14,2005-05-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Mura Badulgal (Torres Strait Islanders) Corporation RNTBC,QC1996/063,96.6728,2020-11-04,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1578.html,QLD,,2025-04-03,Claimant,142.14578446945885,-10.114735034780525
