sex,year,characteristic,subcategory,location,unit,value
Persons,2022,Age at incident (victim),45–54 years at incident,Victoria,Number,118
Persons,2022,Age at incident (victim),55–64 years at incident,Victoria,Number,31
Persons,2022,Age at incident (victim),65 years and over at incident,Victoria,Number,11
Persons,2022,Time to report,Less than 1 year to report,Victoria,Number,1381
Persons,2022,Time to report,1 to less than 2 years to report,Victoria,Number,225
Persons,2022,Time to report,2 to less than 5 years to report,Victoria,Number,352
Persons,2022,Time to report,5 to less than 10 years to report,Victoria,Number,285
Persons,2022,Time to report,10 to less than 20 years to report,Victoria,Number,197
Persons,2022,Time to report,20 years and over to report,Victoria,Number,250
Persons,2022,Relationship of offender to victim,Intimate partner,Victoria,Number,1226
Persons,2022,Relationship of offender to victim,Current partner,Victoria,Number,608
Persons,2022,Relationship of offender to victim,Ex-partner,Victoria,Number,622
Persons,2022,Relationship of offender to victim,Parent,Victoria,Number,112
Males,2022,Age at incident (victim),0–9 years at incident,Queensland,Number,162
Males,2022,Age at incident (victim),10–17 years at incident,Queensland,Number,65
Males,2022,Age at incident (victim),18–24 years at incident,Queensland,Number,11
Males,2022,Age at incident (victim),25–34 years at incident,Queensland,Number,8
Males,2022,Age at incident (victim),35–44 years at incident,Queensland,Number,11
Males,2022,Age at incident (victim),45–54 years at incident,Queensland,Number,7
Males,2022,Age at incident (victim),55–64 years at incident,Queensland,Number,0
Males,2022,Age at incident (victim),65 years and over at incident,Queensland,Number,0
Males,2022,Time to report,Less than 1 year to report,Queensland,Number,149
Males,2022,Time to report,1 to less than 2 years to report,Queensland,Number,27
Males,2022,Time to report,2 to less than 5 years to report,Queensland,Number,30
Males,2022,Time to report,5 to less than 10 years to report,Queensland,Number,17
Males,2022,Time to report,10 to less than 20 years to report,Queensland,Number,13
Males,2022,Time to report,20 years and over to report,Queensland,Number,28
Males,2022,Relationship of offender to victim,Intimate partner,Queensland,Number,42
Males,2022,Relationship of offender to victim,Current partner,Queensland,Number,31
Males,2022,Relationship of offender to victim,Ex-partner,Queensland,Number,11
Males,2022,Relationship of offender to victim,Parent,Queensland,Number,117
Females,2022,Age at incident (victim),0–9 years at incident,Queensland,Number,606
Females,2022,Age at incident (victim),10–17 years at incident,Queensland,Number,719
Females,2022,Age at incident (victim),18–24 years at incident,Queensland,Number,302
Females,2022,Age at incident (victim),25–34 years at incident,Queensland,Number,353
Females,2022,Age at incident (victim),35–44 years at incident,Queensland,Number,218
Females,2022,Age at incident (victim),45–54 years at incident,Queensland,Number,104
Females,2022,Age at incident (victim),55–64 years at incident,Queensland,Number,15
