sex,year,offence,location,unit,value
Persons,2020,Assault,Northern Territory,"Victimisation rate (number per 100,000)",2073.70
Persons,2020,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2020,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Persons,2020,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2020,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.5
Persons,2020,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",1
Persons,2020,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2020,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2020,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2020,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",1.2
Persons,2020,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2020,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.5
Persons,2020,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2020,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.2
Persons,2020,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2020,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.2
Persons,2020,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2020,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2020,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2020,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.4
Persons,2020,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",52.9
Persons,2020,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",35.8
Persons,2020,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",34.8
Persons,2020,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",30.3
Persons,2020,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",33.2
Persons,2020,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",22.2
Persons,2020,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",17.3
Persons,2020,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",44.9
Persons,2020,Sexual assault,Australia,"Victimisation rate (number per 100,000)",39.7
Persons,2021,Assault,New South Wales,"Victimisation rate (number per 100,000)",401.1
Persons,2021,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2021,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2021,Assault,Western Australia,"Victimisation rate (number per 100,000)",832.2
Persons,2021,Assault,South Australia,"Victimisation rate (number per 100,000)",487.5
Persons,2021,Assault,Tasmania,"Victimisation rate (number per 100,000)",284.9
Persons,2021,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",213.9
Persons,2021,Assault,Northern Territory,"Victimisation rate (number per 100,000)",2310.30
Persons,2021,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2021,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.3
Persons,2021,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2021,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.2
Persons,2021,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.4
Persons,2021,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.8
Persons,2021,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",1.2
Persons,2021,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2021,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",2.8
Persons,2021,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.4
Persons,2021,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1.1
Persons,2021,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2021,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Persons,2021,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2021,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.1
Persons,2021,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2021,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2021,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2021,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2021,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",58.1
Persons,2021,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",38.5
Persons,2021,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",41.3
Persons,2021,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",33.1
Persons,2021,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",38.2
Persons,2021,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",34.2
Persons,2021,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",25
Persons,2021,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",36.3
Persons,2021,Sexual assault,Australia,"Victimisation rate (number per 100,000)",44.2
Persons,2022,Assault,New South Wales,"Victimisation rate (number per 100,000)",403.3
Persons,2022,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2022,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2022,Assault,Western Australia,"Victimisation rate (number per 100,000)",893
Persons,2022,Assault,South Australia,"Victimisation rate (number per 100,000)",526.4
Persons,2022,Assault,Tasmania,"Victimisation rate (number per 100,000)",300.9
Persons,2022,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",213.9
Persons,2022,Assault,Northern Territory,"Victimisation rate (number per 100,000)",2710.80
Persons,2022,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2022,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.4
Persons,2022,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2022,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.5
Persons,2022,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2022,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.8
Persons,2022,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0.5
Persons,2022,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",1.3
Persons,2022,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",3.2
Persons,2022,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.5
Persons,2022,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.9
Persons,2022,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.7
Persons,2022,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.2
Persons,2022,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0
Persons,2022,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1
Persons,2022,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2022,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2022,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",1.2
Persons,2022,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2022,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",57.4
Persons,2022,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",40.7
Persons,2022,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",48.7
Persons,2022,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",31
Persons,2022,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",35.3
Persons,2022,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",45
Persons,2022,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",24.3
Persons,2022,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",45.5
Persons,2022,Sexual assault,Australia,"Victimisation rate (number per 100,000)",46
Persons,2023,Assault,New South Wales,"Victimisation rate (number per 100,000)",435.3
Persons,2023,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2023,Assault,Queensland,"Victimisation rate (number per 100,000)",649.8
Persons,2023,Assault,Western Australia,"Victimisation rate (number per 100,000)",945.3
Persons,2023,Assault,South Australia,"Victimisation rate (number per 100,000)",575.8
Persons,2023,Assault,Tasmania,"Victimisation rate (number per 100,000)",317.7
Persons,2023,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",235.6
Persons,2023,Assault,Northern Territory,"Victimisation rate (number per 100,000)",3138.60
Persons,2023,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2023,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Persons,2023,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2023,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.8
Persons,2023,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2023,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2023,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0.9
Persons,2023,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0.6
Persons,2023,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",2.4
Persons,2023,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2023,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1.2
Persons,2023,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2023,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.2
Persons,2023,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.3
Persons,2023,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.2
Persons,2023,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2023,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2023,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2023,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2023,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",72.1
Persons,2023,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",36.9
Persons,2023,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",61.5
Persons,2023,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",33.3
Persons,2023,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",39.1
Persons,2023,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",42.4
Persons,2023,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",25.5
Persons,2023,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",48.3
Persons,2023,Sexual assault,Australia,"Victimisation rate (number per 100,000)",52.8
Persons,2024,Assault,New South Wales,"Victimisation rate (number per 100,000)",455.9
Persons,2024,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2024,Assault,Queensland,"Victimisation rate (number per 100,000)",662.4
Persons,2024,Assault,Western Australia,"Victimisation rate (number per 100,000)",1022.80
Persons,2024,Assault,South Australia,"Victimisation rate (number per 100,000)",631.4
