table,row_order,line_item,is_total_row,year,value_million_aud
operating_statement,29,Total net acquisition of non-financial assets,True,2015-16,202
operating_statement,29,Total net acquisition of non-financial assets,True,2016-17,2757
operating_statement,29,Total net acquisition of non-financial assets,True,2017-18,733
operating_statement,29,Total net acquisition of non-financial assets,True,2018-19,636
operating_statement,29,Total net acquisition of non-financial assets,True,2019-20,1120
operating_statement,29,Total net acquisition of non-financial assets,True,2020-21,1509
operating_statement,29,Total net acquisition of non-financial assets,True,2021-22,1575
operating_statement,29,Total net acquisition of non-financial assets,True,2022-23,1270
operating_statement,29,Total net acquisition of non-financial assets,True,2023-24,1600
operating_statement,29,Total net acquisition of non-financial assets,True,2024-25,2258
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2015-16,94
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2016-17,-2324
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2017-18,-889
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2018-19,196
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2019-20,-2908
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2020-21,-2702
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2021-22,-3065
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2022-23,-1634
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2023-24,-1373
operating_statement,30,GFS NET LENDING(+)/BORROWING(-),True,2024-25,-2193
cash_flow_statement,1,Cash receipts from operating activities,False,2015-16,17347
cash_flow_statement,1,Cash receipts from operating activities,False,2016-17,18507
cash_flow_statement,1,Cash receipts from operating activities,False,2017-18,19649
cash_flow_statement,1,Cash receipts from operating activities,False,2018-19,20514
cash_flow_statement,1,Cash receipts from operating activities,False,2019-20,19172
cash_flow_statement,1,Cash receipts from operating activities,False,2020-21,19610
cash_flow_statement,1,Cash receipts from operating activities,False,2021-22,22917
cash_flow_statement,1,Cash receipts from operating activities,False,2022-23,24020
cash_flow_statement,1,Cash receipts from operating activities,False,2023-24,26150
cash_flow_statement,1,Cash receipts from operating activities,False,2024-25,28761
cash_flow_statement,2,Cash payments from operating activities,False,2015-16,-16203
cash_flow_statement,2,Cash payments from operating activities,False,2016-17,-17247
cash_flow_statement,2,Cash payments from operating activities,False,2017-18,-18703
cash_flow_statement,2,Cash payments from operating activities,False,2018-19,-19188
cash_flow_statement,2,Cash payments from operating activities,False,2019-20,-20062
