"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","First responder locations","Ambulance","","","CAA (unpublished)","no.","9","47","28","0","12","4","0","0","","100"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","First responder locations","Third party","","","CAA (unpublished)","no.","50","72","0","0","9","0","0","0","","131"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Emergency responses","","","CAA (unpublished)","no.","747002","619305","740253","178801","245863","64170","23623","25530","","2644547"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Urgent responses","","","CAA (unpublished)","no.","674275","334172","449122","128443","164641","27491","32480","23128","","1833752"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Non-emergency responses","","","CAA (unpublished)","no.","90366","541009","321683","257499","64297","34396","9742","27071","","1346063"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Total responses","","","Derived from CAA (unpublished)","no.","1511643","1494486","1511058","564743","474801","126057","65845","75729","","5824362"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Total responses","Per 1000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","179.2","216.4","273.3","192.9","254.4","219.3","140.0","298.6","","216.0"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Transported","","","CAA (unpublished)","no.","829896","795633","1131471","365094","276018","63097","41200","45560","","3547969"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Treated not transported","","","CAA (unpublished)","no.","206705","144761","169538","57770","41782","19683","10301","12067","","662607"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Total patients","","","Derived from CAA (unpublished)","no.","1036601","940394","1301009","422864","317800","82780","51501","57627","","4210576"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Total patients","Per 1000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","122.9","136.2","235.3","144.4","170.3","144.0","109.5","227.2","","156.1"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Ambulance general purpose","","","CAA (unpublished)","no.","1260","869","1060","537","275","125","36","41","","4203"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Patient transport vehicles","","","CAA (unpublished)","no.","21","83","100","110","24","12","6","5","","361"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Operational support vehicles","","","CAA (unpublished)","no.","423","456","254","76","124","54","12","13","","1412"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Special operations vehicles","","","CAA (unpublished)","no.","18","30","40","2","41","3","5","4","","143"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Administrative and other vehicles","","","Derived from CAA (unpublished)","no.","127","191","142","143","44","14","3","8","","672"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Total transport","","","Derived from CAA (unpublished)","no.","1849","1629","1596","868","508","208","62","71","","6791"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Total road fleet","","","CAA (unpublished)","m km","50.0","42.0","49.8","21.5","14.1","4.7","1.3","1.6","","185.0"
"11A.4","2023-24","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Air ambulance aircraft","","","CAA (unpublished)","no.","24","11","25","0","9","4","1","0","","74"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Emergency incidents","","","CAA (unpublished)","no.","529656","400883","531885","128000","171764","44025","17846","21777","","1845836"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Urgent incidents","","","CAA (unpublished)","no.","461288","213821","407381","77571","106567","21794","27764","18140","","1334326"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Non-emergency incidents","","","CAA (unpublished)","no.","72937","438020","296542","159813","42617","32314","10153","20402","","1072798"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Casualty room attendances","","","CAA (unpublished)","no.","0","0","184","0","0","0","0","0","","184"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Total incidents","","","Derived from CAA (unpublished)","no.","1063881","1052724","1235992","365384","320948","98133","55763","60319","","4253144"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Incidents","Total incidents","Per 1000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","129.1","157.0","229.8","129.3","175.0","171.7","121.0","241.1","","161.9"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Response locations","With paid staff only","","","CAA (unpublished)","no.","234","178","249","31","47","18","10","8","","775"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Response locations","With mixed paid and volunteer staff","","","CAA (unpublished)","no.","6","80","0","18","2","24","0","0","","130"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Response locations","With volunteer staff only","","","CAA (unpublished)","no.","53","24","29","140","72","14","0","0","","332"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Response locations","Total response locations","","","Derived from CAA (unpublished)","no.","293","282","278","189","121","56","10","8","","1237"
"11A.4","2022-23","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Response locations","Total response locations","Per 100000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","3.6","4.2","5.2","6.7","6.6","9.8","2.2","3.2","","4.7"
