corporate_group_name,sector,corporate_group_employee_count,employer_name,employer_abn,is_parent_organisation,employer_employee_count
The Young Men's Christian Association Of Victoria Incorporated,Private,5069,YMCA Camping Limited,77606062793,No,294
The Young Men's Christian Association Of Western Australia Incorporated,Private,660,The Young Men's Christian Association Of Western Australia Incorporated,37276356812,Yes,522
The Young Men's Christian Association Of Western Australia Incorporated,Private,660,Ymca Of Western Australia Youth And Community Services Incorporated,43141458240,No,138
THEIA HOLDCO PTY LTD,Private,1940,BALLARAT DAY PROCEDURE CENTRE PTY LTD,47094694738,No,82
THEIA HOLDCO PTY LTD,Private,1940,Cura Day Hospitals (Operations) Pty Ltd,88128835521,No,86
THEIA HOLDCO PTY LTD,Private,1940,CURA NEWCO 1 PTY LTD,58129412095,No,117
THEIA HOLDCO PTY LTD,Private,1940,CURA NEWCO 2 PTY LTD,41131523683,No,97
THEIA HOLDCO PTY LTD,Private,1940,CURA NEWCO 3 PTY LTD,40169566689,No,95
THEIA HOLDCO PTY LTD,Private,1940,The Trustee for THE PRESMED UNIT TRUST,86394159074,No,95
Thermo Fisher Scientific Australia Pty Ltd,Private,1296,Patheon Biologics Australia Pty Ltd,33141099041,No,258
Thermo Fisher Scientific Australia Pty Ltd,Private,1296,PPD Australia Pty Ltd,43077675373,No,385
Thermo Fisher Scientific Australia Pty Ltd,Private,1296,Thermo Fisher Scientific Australia Pty Ltd,52058390917,Yes,535
Thomas Foods International Consolidated Pty Limited,Private,3296,Lobethal Abattoirs Pty Limited,65105579566,No,560
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Australia Pty Ltd,94007939424,No,502
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Bourke Pty Limited,94654997001,No,190
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Murray Bridge Pty Limited,34085672457,No,387
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Pty Limited,52008178121,No,124
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Stawell Pty Ltd,69004967800,No,549
Thomas Foods International Consolidated Pty Limited,Private,3296,Thomas Foods International Tamworth Pty Limited,82089140634,No,908
THOMAS ROBERT PTY. LTD.,Private,207,T.D. NOONE SALES (VIC.) PROPRIETARY LIMITED,77004597719,No,108
Thomson Reuters (Australia) Pty Ltd,Private,423,Thomson Reuters (Professional) Australia Limited,64058914668,No,411
Three Mills Wholesale Pty Ltd,Private,110,Three Mills Wholesale Pty Ltd,37651454161,Yes,99
Ticketmaster Australasia Pty Ltd,Private,232,Ticketmaster Australasia Pty Ltd,49089258837,Yes,195
TimeTarget Pty Ltd,Private,210,TimeTarget Pty Ltd,17140620248,Yes,187
Tingari Group Pty Ltd,Private,1289,BONNIE BRIDGE PTY LTD,27087500963,No,133
Tingari Group Pty Ltd,Private,1289,KEWARRA LIFESTYLES PTY LTD,79609903844,No,116
Tingari Group Pty Ltd,Private,1289,STRATHPINE AGED CARE PTY LTD,73602836108,No,133
Tingari Group Pty Ltd,Private,1289,The Trustee for Burpengary Manor Aged Care Trust,95419513362,No,195
Tingari Group Pty Ltd,Private,1289,The Trustee for Cumberland View Aged Care Unit Trust,68497121960,No,208
Tingari Group Pty Ltd,Private,1289,The Trustee for Narangba Property Trust,54329356419,No,119
Tingari Group Pty Ltd,Private,1289,The trustee for Seabrae ACF Trust,61570539739,No,148
Tingari Group Pty Ltd,Private,1289,The Trustee for Woodford Manor Aged Care Trust,97602348261,No,107
Tingari Group Pty Ltd,Private,1289,WALLSEND MANOR AGED CARE PTY LTD,77609903835,No,130
TIVOLI INVESTMENTS PTY LTD,Private,1023,Harvest Freshcuts Pty Ltd,52067682875,No,401
TIVOLI INVESTMENTS PTY LTD,Private,1023,Vegco Pty Ltd,48058693413,No,550
TLC Aged Care Pty. Ltd.,Private,3080,Great Oakes Pty. Ltd.,66053997167,No,1078
TLC Aged Care Pty. Ltd.,Private,3080,The Leaper Corporation Pty. Ltd.,95053997292,No,219
TLC Aged Care Pty. Ltd.,Private,3080,The Trustee For The Aaron Rac Trust,85684713781,No,303
TLC Aged Care Pty. Ltd.,Private,3080,The Trustee For The Outlook Family Trust,50862898536,No,266
TLC Aged Care Pty. Ltd.,Private,3080,The Trustee For Tlc Hostels Trust,73176718846,No,262
TLC Aged Care Pty. Ltd.,Private,3080,The Trustee For Tlc Western Rac Trust,32235709466,No,358
TLC Aged Care Pty. Ltd.,Private,3080,TLC Aged Care Pty. Ltd.,20090724726,Yes,161
TLC Aged Care Pty. Ltd.,Private,3080,TLC Melbourne RAC Trust,46206817353,No,355
Toga Pty. Ltd.,Private,1932,Medina Property Services Pty Limited,36062326176,No,1352
Toga Pty. Ltd.,Private,1932,Toga Hotels (Employment) No 2 Pty Limited,65165269287,No,281
Toga Pty. Ltd.,Private,1932,Toga Hotels (Employment) Pty Limited,29163576172,No,129
Togethr Holdings Pty Ltd,Private,243,Togethr Trustees Pty Ltd,64006964049,No,229
Tokio Marine Management (Australasia) Pty Ltd,Private,219,Tokio Marine Management (Australasia) Pty Ltd,69001488455,Yes,160
Toll Holdings Limited,Private,8023,Toll Holdings Limited,25006592089,Yes,320
Toll Holdings Limited,Private,8023,Toll Personnel Pty Limited,66110880503,No,3054
Toll Holdings Limited,Private,8023,Toll Transport Pty. Limited,31006604191,No,4649
Tolric Pty Ltd,Private,92,No relevant subsidiary employers,,,
Topcon Positioning Systems Inc,Private,163,Topcon Precision Agriculture Pty Ltd,69082516390,No,80
Toro Australia Pty Ltd,Private,171,Toro Australia Pty Ltd,47001310443,Yes,143
TORRENS HEALTH PTY LTD,Private,1485,ALPHA SERVICES AUSTRALIA PTY LTD,47094169847,No,133
TORRENS HEALTH PTY LTD,Private,1485,YOUR NURSING AGENCY (QLD) PTY LTD,30163728078,No,150
TORRENS HEALTH PTY LTD,Private,1485,Your Nursing Agency (Victoria) Pty Ltd,24146498179,No,304
TORRENS HEALTH PTY LTD,Private,1485,Your Nursing Agency Pty Ltd,70135579127,No,760
TOTAL DRAIN GROUP PTY LTD,Private,411,Total Drain Cleaning Services Pty Ltd,17130467346,No,401
Total Resource Solutions (TRS) Pty Ltd,Private,731,Consortio Pty Limited,99128575619,No,698
Tourism Holdings Australia Pty Limited,Private,608,Apollo Motorhome Holidays Pty Ltd,81051584153,No,90
Tourism Holdings Australia Pty Limited,Private,608,G R L Enterprises Pty Ltd,31112862496,No,132
Tourism Holdings Australia Pty Limited,Private,608,Tourism Holdings Australia Pty Limited,94001789957,Yes,239
TP ICAP Group Plc,Private,126,TP ICAP MANAGEMENT SERVICES (AUSTRALIA) PTY LTD,55002216944,No,92
Transdev Australasia Pty Ltd,Private,6326,Great River City Light Rail Pty Ltd,60622239605,No,134
Transdev Australasia Pty Ltd,Private,6326,Transdev Australasia Pty Ltd,40079303816,Yes,123
Transdev Australasia Pty Ltd,Private,6326,Transdev John Holland Buses (NSW) Pty Ltd,29643796098,No,1146
Transdev Australasia Pty Ltd,Private,6326,Transdev Queensland Pty Ltd,11087046044,No,294
Transdev Australasia Pty Ltd,Private,6326,Transdev Sydney Ferries Pty Ltd,57156137236,No,703
Transdev Australasia Pty Ltd,Private,6326,Transdev Sydney Pty Ltd,34096046052,No,408
Transdev Australasia Pty Ltd,Private,6326,Transdev Wa Pty Ltd,11006839023,No,858
Transdev Australasia Pty Ltd,Private,6326,YARRA JOURNEY MAKERS PTY LTD,87671633159,No,2660
Transport Workers Union Of Australia Federal Council,Private,189,No relevant subsidiary employers,,,
Transurban Limited,Private,1993,Transurban Limited,96098143410,Yes,1949
TRAPEZE GROUP ASIA PACIFIC PTY LTD,Private,128,TRAPEZE GROUP ASIA PACIFIC PTY LTD,16010832318,Yes,109
Trelleborg Holdings Australia Pty Ltd,Private,200,No relevant subsidiary employers,,,
Trident Services Australia Pty Ltd,Private,2161,Trident Services Cleaning Pty Ltd,34621513728,No,886
Trident Services Australia Pty Ltd,Private,2161,Trident Services Security Pty Ltd,69621513880,No,1275
Trimble Inc,Private,92,TRIMBLE AUSTRALIA SOLUTIONS PTY LTD,12165822668,No,85
Trippas White Group Pty Ltd,Private,2634,Alliance OpCo Resources Pty Ltd,97654654805,No,1155
Trippas White Group Pty Ltd,Private,2634,TWG Group Resources Pty Ltd,93110958006,No,1479
Trojan Recruitment Group Pty Limited,Private,1364,Industrial Services (Wyong) Pty Ltd,84111974148,No,101
Trojan Recruitment Group Pty Limited,Private,1364,Trojan Workforce No 4 Pty Ltd,44096722959,No,643
Trojan Recruitment Group Pty Limited,Private,1364,Workforce Staff Solutions Pty Ltd,80087266733,No,197
Tronox Limited,Private,1265,Tronox Management Pty Ltd,59009343364,No,704
Tronox Limited,Private,1265,Tronox Mining Australia Limited,60009247858,No,272
Tronox Limited,Private,1265,Tronox Pigment Bunbury Ltd,50008683627,No,289
TROOCOO HOLDINGS PTY LTD,Private,350,TROOCOO PTY LTD,30612173163,No,319
Trustee Of The De La Salle Brothers,Private,433,Oakhill College,95127175473,No,216
Trustee Of The De La Salle Brothers,Private,433,"St Michael's College, Adelaide",89117649420,No,217
Trustees Of Edmund Rice Education Australia,Private,7884,Ambrose Treacy College,36582902965,No,291
Trustees Of Edmund Rice Education Australia,Private,7884,Aquinas College,23983648409,No,247
Trustees Of Edmund Rice Education Australia,Private,7884,Christian Brothers College,35815072613,No,144
Trustees Of Edmund Rice Education Australia,Private,7884,Christian Brothers College Adelaide,11857307720,No,175
Trustees Of Edmund Rice Education Australia,Private,7884,Christian Brothers High School,55425900934,No,164
Trustees Of Edmund Rice Education Australia,Private,7884,Christian Brothers St Paul's College,69060056639,No,177
Trustees Of Edmund Rice Education Australia,Private,7884,Christian Brothers Trinity College,49717506377,No,327
Trustees Of Edmund Rice Education Australia,Private,7884,Edmund Rice College,66202837934,No,143
Trustees Of Edmund Rice Education Australia,Private,7884,Ignatius Park College,58395448571,No,158
Trustees Of Edmund Rice Education Australia,Private,7884,Indooroopilly Montessori Children's House,39176970096,No,81
Trustees Of Edmund Rice Education Australia,Private,7884,Parade College,93244161048,No,409
Trustees Of Edmund Rice Education Australia,Private,7884,Queensland Flexible Schools,20465121468,No,391
Trustees Of Edmund Rice Education Australia,Private,7884,Rostrevor College,63001070495,No,199
Trustees Of Edmund Rice Education Australia,Private,7884,St Bernards Christian Brothers College,95064042702,No,221
Trustees Of Edmund Rice Education Australia,Private,7884,St Brendans College,14770357359,No,264
Trustees Of Edmund Rice Education Australia,Private,7884,St Dominics College,12838505432,No,126
Trustees Of Edmund Rice Education Australia,Private,7884,St Edmunds College,45551557285,No,129
Trustees Of Edmund Rice Education Australia,Private,7884,St Edmunds College,94379705756,No,194
Trustees Of Edmund Rice Education Australia,Private,7884,St Edwards College,75045585228,No,128
Trustees Of Edmund Rice Education Australia,Private,7884,St James College,57325750761,No,191
Trustees Of Edmund Rice Education Australia,Private,7884,St Josephs College Newtown,74114857147,No,289
Trustees Of Edmund Rice Education Australia,Private,7884,"St Josephs College, Gregory Terrace",24327148629,No,461
Trustees Of Edmund Rice Education Australia,Private,7884,St Josephs Nudgee College,69372249513,No,559
Trustees Of Edmund Rice Education Australia,Private,7884,St Laurences College,49807758769,No,305
Trustees Of Edmund Rice Education Australia,Private,7884,St Mary's College Melbourne,93859535917,No,86
Trustees Of Edmund Rice Education Australia,Private,7884,St Patricks College Ballarat,88183384549,No,218
Trustees Of Edmund Rice Education Australia,Private,7884,St Patricks College Strathfield,70273700830,No,199
Trustees Of Edmund Rice Education Australia,Private,7884,St Pius X College,50451308630,No,170
Trustees Of Edmund Rice Education Australia,Private,7884,St Virgil's College Hobart,98599482966,No,155
Trustees Of Edmund Rice Education Australia,Private,7884,"St. Patrick's College, Shorncliffe",42238263652,No,259
Trustees Of Edmund Rice Education Australia,Private,7884,Victorian Flexible Schools,32525803013,No,325
Trustees Of Edmund Rice Education Australia,Private,7884,Waverley College,88163305535,No,220
Trustees Of The Marist Brothers,Private,1258,Marcellin Catholic College,77413001496,No,228
Trustees Of The Marist Brothers,Private,1258,Marist Brothers St Gregory's College,42940977322,No,221
Trustees Of The Marist Brothers,Private,1258,Marist College Canberra,62466078521,No,357
Trustees Of The Marist Brothers,Private,1258,Newman College,34822196385,No,452
Trustees Of The Roman Catholic Church For The Diocese Of Armidale,Private,1022,Holy Trinity Catholic School Inverell,50109411831,No,84
Trustees Of The Roman Catholic Church For The Diocese Of Armidale,Private,1022,Mccarthy Catholic College Tamworth,66370251618,No,124
Trustees Of The Roman Catholic Church For The Diocese Of Wollongong,Private,3941,Catholic Family Welfare Services,96760398961,No,360
Trustees Of The Roman Catholic Church For The Diocese Of Wollongong,Private,3941,Trustees For The Wollongong Diocese Catholic School System,67786923621,No,3581
TRY Australia,Private,595,Try Australia Children's Services,17157351722,No,553
TSA RILEY PTY LIMITED,Private,523,TSA RILEY PTY LIMITED,71099000272,Yes,490
TSG SUPPORT CENTRE PTY LTD,Private,1595,Spendless Shoes Pty. Ltd.,15008152850,No,1332
TSG SUPPORT CENTRE PTY LTD,Private,1595,TSG SUPPORT CENTRE PTY LTD,80677853593,Yes,193
Tuggeranong Valley Rugby Union & Sports Club Limited,Private,333,Tuggeranong Valley Rugby Union & Sports Club Limited,48098763314,Yes,332
Tutt Bryant Group Limited,Private,592,BT Equipment Pty Ltd,89094476141,No,261
Tutt Bryant Group Limited,Private,592,Tutt Bryant Group Limited,89009242675,Yes,207
Tutt Bryant Group Limited,Private,592,Tutt Bryant Hire Pty Ltd,59087847489,No,124
Twenty20 Capital Investments,Private,631,Allied Employment Group Pty Ltd,76119431793,No,331
Twenty20 Capital Investments,Private,631,Global Medics Pty Ltd,61122582183,No,300
Tyndale Group Of Christian Schools Limited,Private,463,Tyndale Christian School - Salisbury East Inc,43329562439,No,254
Tyree Holdings Pty. Limited,Private,468,Tyree Transformers Pty Ltd,12100920063,No,311
UCC Ueshima Coffee Co. Ltd,Private,209,TOBY'S ESTATE COFFEE PTY LIMITED,86084104423,No,121
UCC Ueshima Coffee Co. Ltd,Private,209,UCC COFFEE AUSTRALIA LIMITED,49000254660,No,88
UCS GROUP PTY LTD,Private,239,UNDERGROUND CABLE SYSTEMS PTY. LTD.,63069485990,No,125
UNDERDOWN PRODUCTIONS PTY LIMITED,Private,203,WARNER BROS. INTERNATIONAL TELEVISION PRODUCTION AUSTRALIA PTY LTD,29093162488,No,119
Unibet Australia Pty Ltd,Private,186,KINDRED SOUTH DEVELOPMENT PTY LTD,46616077073,No,131
Unilever Australia (Holdings) Proprietary Limited,Private,940,Unilever Australia Limited,66004050828,No,928
United Super Pty Ltd,Private,884,United Super Pty Ltd,46006261623,Yes,815
Uniti Group Limited,Private,216,OptiComm Ltd,50117414776,No,138
UNIVERSAL STORE HOLDINGS LIMITED,Private,1954,CHEAP THRILLS CYCLES PTY LTD,99149302634,No,107
UNIVERSAL STORE HOLDINGS LIMITED,Private,1954,UNIVERSAL STORE PTY LTD,89085003158,No,1847
University Of Canberra,Private,3307,UCX LTD,33119755627,No,149
University Of Canberra,Private,3307,University Of Canberra,81633873422,Yes,3158
University Of Melbourne,Private,15320,Melbourne Teaching Health Clinics Ltd,18154305656,No,198
University Of Melbourne,Private,15320,University Of Melbourne,84002705224,Yes,14921
University Of Melbourne,Private,15320,University Of Melbourne-Melbourne Theatre Company,28302359029,No,201
University Of New South Wales,Private,18280,University Of New South Wales,57195873179,Yes,17420
University Of New South Wales,Private,18280,UNSW Global Pty Limited,62086418582,No,814
UP Education Australia Pty Limited,Private,840,Acknowledge Education Pty Ltd,15005596565,No,349
UP Education Australia Pty Limited,Private,840,Australian College Of Natural Medicine Pty Ltd,57061868264,No,157
UP Education Australia Pty Limited,Private,840,The Australian Institute of Professional Counsellors Pty Ltd,25077738035,No,88
Ups Pty. Ltd,Private,431,Ups Pty. Ltd,83003926181,Yes,336
Urban Purveyor Group Pty Ltd,Private,1946,Fratelli Fresh Holdings Pty Ltd,21609297725,No,152
Urban Purveyor Group Pty Ltd,Private,1946,Rockpool Group Holdings Pty Ltd,20098117170,No,498
Urban Purveyor Group Pty Ltd,Private,1946,Urban Purveyor Group Pty Ltd,64002018902,Yes,1296
V Ahuja & Others t/a King & Wood Mallesons,Private,1882,B.C Cox & R Jackson t/a King & Wood Mallesons,55001462299,No,151
V Ahuja & Others t/a King & Wood Mallesons,Private,1882,Dabserv Pty Ltd as Trustee of The Lawserv Unit Trust,69701064617,No,692
V Ahuja & Others t/a King & Wood Mallesons,Private,1882,V Ahuja & Others t/a King & Wood Mallesons,22041424954,Yes,1039
V2 FOOD PTY LTD,Private,136,FLEXITARIAN MEAL SOLUTIONS PTY LTD,52673657219,No,95
Valmont Group Holdings Pty Ltd,Private,693,Industrial Galvanizers Corporation Pty Ltd,40000545415,No,255
Valmont Group Holdings Pty Ltd,Private,693,Valmont Australia Pty Ltd,58000507415,No,344
Valtellina Holdings Pty Ltd,Private,771,Patterson Cheney Pty. Ltd.,52005805247,No,691
Value Added Engineering Group Pty Ltd,Private,336,Value Added Labour Services Pty Ltd,33159330980,No,150
Value Added Engineering Group Pty Ltd,Private,336,Value Added Professional Services Pty Ltd,56159331067,No,173
VARSITY GROUP PTY LTD,Private,285,No relevant subsidiary employers,,,
VAUGHAN CONSTRUCTIONS PTY. LTD.,Private,153,VAUGHAN CONSTRUCTIONS PTY. LTD.,26004334543,Yes,135
Vault Minerals Limited,Private,685,Darlot Mining Company Pty Ltd,78165235245,No,144
Vault Minerals Limited,Private,685,Greenstone Resources,58100341599,No,175
Vault Minerals Limited,Private,685,Silver Lake (Deflector) Pty Ltd,72101224999,No,123
Vault Minerals Limited,Private,685,Silver Lake Resources Limited,38108779782,No,191
Vawdrey Australia Pty. Ltd.,Private,436,Vawdrey Manufacturing Pty. Ltd.,92084490906,No,380
Vela Software Group Pty Ltd,Private,532,No relevant subsidiary employers,,,
Velocity Vehicle Group Australia Pty Ltd,Private,995,LAVERTON AUTO (2016) PTY LTD,55611487211,No,159
Velocity Vehicle Group Australia Pty Ltd,Private,995,VELOCITY TRUCK CENTRES ADELAIDE PTY LTD,45151699651,No,89
Velocity Vehicle Group Australia Pty Ltd,Private,995,VELOCITY TRUCK CENTRES HUNTINGWOOD PTY LTD,49652363472,No,96
Velocity Vehicle Group Australia Pty Ltd,Private,995,Velocity Vehicle Group Australia Pty Ltd,20646522885,Yes,136
Velocity Vehicle Group Australia Pty Ltd,Private,995,VVG SERVICES WA PTY LTD,35647661381,No,140
Velocity Vehicle Group Australia Pty Ltd,Private,995,WHITEHORSE TRUCKS PTY LTD,13116437702,No,89
Velocity Vehicle Group Australia Pty Ltd,Private,995,ZUPPS SOUTHSIDE PTY. LTD.,64009839187,No,126
Ventia Services Group Limited,Private,13080,BR & I PTY LTD,17610425119,No,115
Ventia Services Group Limited,Private,13080,Delron Cleaning Pty Ltd,84008806004,No,538
Ventia Services Group Limited,Private,13080,Easternwell Wa Pty Ltd,55052529754,No,113
Ventia Services Group Limited,Private,13080,Icd (Asia Pacific) Pty Limited,86087485087,No,107
Ventia Services Group Limited,Private,13080,O.G.C. Services Pty Ltd,67103432168,No,630
Ventia Services Group Limited,Private,13080,Ventia Asset Infrastructure Services Pty Limited,85617180015,No,105
Ventia Services Group Limited,Private,13080,VENTIA AUSTRALIA PTY LTD,11093114553,No,9118
Ventia Services Group Limited,Private,13080,Ventia Pty Limited,51603146676,No,486
Ventia Services Group Limited,Private,13080,Ventia Solutions Pty Limited,80002649229,No,126
Ventia Services Group Limited,Private,13080,Ventia Utility Services Pty Limited,69010725247,No,955
Ventia Services Group Limited,Private,13080,Visionstream Pty Limited,80062604193,No,716
VENTORA Group Pty Limited,Private,2509,A & L Windows Pty. Ltd.,77064692888,No,348
VENTORA Group Pty Limited,Private,2509,A&L Windows (QLD) Pty. Ltd.,83085948072,No,196
VENTORA Group Pty Limited,Private,2509,Breezway Australia Pty Ltd,24081897823,No,102
VENTORA Group Pty Limited,Private,2509,Corinthian Industries (Australia) Pty Limited,52000067185,No,418
VENTORA Group Pty Limited,Private,2509,Stegbar Pty. Limited,52007090280,No,542
VENTORA Group Pty Limited,Private,2509,Trend Windows & Doors Pty Limited,96000433492,No,459
VENTORA Group Pty Limited,Private,2509,VENTORA Glass Australia Pty Limited,31116051391,No,128
VENTORA Group Pty Limited,Private,2509,VENTORA Group Pty Limited,62087012226,Yes,240
Ventura Motors Proprietary Limited,Private,1751,Invicta Bus Services Pty. Ltd.,44134696558,No,88
Ventura Motors Proprietary Limited,Private,1751,Peninsula Transit Pty Ltd,64153091662,No,274
Ventura Motors Proprietary Limited,Private,1751,The Trustee For Moorabbin Transit Unit Trust,24037825151,No,128
Ventura Motors Proprietary Limited,Private,1751,The Trustee For Ventura Bus Lines Proprietary Limited As Trustee For Barrie Warren Unit Trust,99425365630,No,596
Ventura Motors Proprietary Limited,Private,1751,Ventura Transit Pty Ltd,68153091680,No,550
Venueslive Management Services Pty Ltd,Private,3552,Venueslive Management Services (Wa) Pty Ltd,16612306377,No,3124
Venueslive Management Services Pty Ltd,Private,3552,Venueslive Management Services Pty Ltd,34612296312,Yes,425
Veolia Environnement,Private,5920,North West Alliance Pty Ltd,25164277614,No,95
Veolia Environnement,Private,5920,Veolia Environmental Services (Australia) Pty Ltd,20051316584,No,3747
Veolia Environnement,Private,5920,Veolia Recycling & Recovery (No. 1) Pty Ltd,85147689585,No,119
Veolia Environnement,Private,5920,VEOLIA RECYCLING & RECOVERY PTY LTD,70002902650,No,1097
Veolia Environnement,Private,5920,Veolia Water Operations Pty Ltd,14061161297,No,449
Veritas House,Private,110,Veritas House,86453389465,Yes,100
Verizon Australia Pty Limited,Private,352,Verizon Australia Pty Limited,62081001194,Yes,278
Vestas - Australian Wind Technology Pty. Limited,Private,788,Vestas - Australian Wind Technology Pty. Limited,80089653878,Yes,764
VETS CENTRAL PTY LTD,Private,751,VC OPERATIONS (NSW) PTY LTD,86646515433,No,252
VETS CENTRAL PTY LTD,Private,751,VC OPERATIONS (WA) PTY LTD,28646499005,No,97
VETS CENTRAL PTY LTD,Private,751,VC OPERATIONS PTY LTD,86641403938,No,389
VGW Holdings Limited,Private,425,VGW Holdings Limited,36147193511,Yes,366
Viatek Holdings Pty Ltd,Private,230,Viatek Services Pty Ltd,71006295825,No,162
Victoria Amateur Turf Club (Incorporating The Melbourne Racing Club),Private,1295,Melbourne Racing Club F&B Limited,60605607001,No,174
Victoria Amateur Turf Club (Incorporating The Melbourne Racing Club),Private,1295,Victoria Amateur Turf Club (Incorporating The Melbourne Racing Club),96267203634,Yes,1121
Victoria PLC,Private,277,Quest Flooring Pty Ltd,61606397273,No,86
Victoria PLC,Private,277,The Victoria Carpet Company Proprietary Limited,14004304956,No,191
Victoria Power Networks Pty Ltd,Private,2412,Powercor Australia Ltd,89064651109,No,2337
Village National Holdings Limited,Private,164,No relevant subsidiary employers,,,
Village Roadshow Pty Ltd,Private,4391,Village Cinemas Australia Pty Ltd,36006735002,No,1341
Village Roadshow Pty Ltd,Private,4391,Village Golf Australia Pty Ltd,54615018865,No,207
Village Roadshow Pty Ltd,Private,4391,Village Roadshow Leisure Pty Ltd,63061400824,No,83
Village Roadshow Pty Ltd,Private,4391,Village Roadshow Pty Ltd,43010672054,Yes,107
Village Roadshow Pty Ltd,Private,4391,Village Roadshow Theme Parks Pty Ltd,60010919623,No,2541
VINCI,Private,2463,Electrix Pty. Ltd.,44067232393,No,137
VINCI,Private,2463,Freyssinet Australia Pty Ltd,15002617736,No,325
VINCI,Private,2463,Geoquest Australia Pty Ltd,53001215327,No,93
VINCI,Private,2463,J & P Richardson Industries Pty Ltd,23001952325,No,295
VINCI,Private,2463,Menard Oceania Pty Ltd,55109340276,No,150
VINCI,Private,2463,Overhead Distribution Services Pty Ltd,69650519181,No,89
VINCI,Private,2463,Rob Carr Pty. Ltd.,38007198843,No,104
VINCI,Private,2463,Seymour Whyte Constructions Pty Ltd,48105493187,No,763
VINCI,Private,2463,Spiecapag Australia Pty. Limited,53067306138,No,454
Virgin Australia Holdings Limited,Private,8133,Velocity Frequent Flyer Pty Ltd,60601408824,No,164
Virgin Australia Holdings Limited,Private,8133,Virgin Australia Airlines Pty Ltd,36090670965,No,7045
Virgin Australia Holdings Limited,Private,8133,Virgin Australia Regional Airlines Pty Ltd,76008997662,No,416
Virgin Australia Holdings Limited,Private,8133,Virgin Tech Pty Ltd,37101808879,No,508
VIRIDIAN FINANCIAL GROUP LTD,Private,381,VIRIDIAN FINANCIAL GROUP LTD,67605994741,Yes,333
Virtus Health Limited,Private,1588,Alexandria Specialist Day Hospital Pty Ltd,65118668367,No,105
Virtus Health Limited,Private,1588,IVF Australia Pty Ltd,54098082109,No,520
Virtus Health Limited,Private,1588,Melbourne I V F Pty. Ltd.,48007243352,No,387
Virtus Health Limited,Private,1588,Queensland Fertility Group Pty. Ltd.,11010514397,No,375
Vision Super Pty Ltd,Private,183,Vision Super Pty Ltd,50082924561,Yes,131
Visy Industries Australia Pty Ltd,Private,6357,Build Run Repair (Australia) Pty Ltd,15155555052,No,80
Visy Industries Australia Pty Ltd,Private,6357,Visy Board Proprietary Limited,58005787913,No,2065
Visy Industries Australia Pty Ltd,Private,6357,Visy Glass Operations (Australia) Pty Ltd,94004230326,No,794
Visy Industries Australia Pty Ltd,Private,6357,Visy Industries Australia Pty Ltd,74004337615,Yes,322
Visy Industries Australia Pty Ltd,Private,6357,Visy Logistics No 2 Pty Ltd,68147275518,No,104
Visy Industries Australia Pty Ltd,Private,6357,Visy Logistics Pty Ltd,12089137986,No,632
Visy Industries Australia Pty Ltd,Private,6357,Visy Packaging Pty. Ltd.,13095313723,No,435
Visy Industries Australia Pty Ltd,Private,6357,Visy Paper Pty Ltd,49984541896,No,843
Visy Industries Australia Pty Ltd,Private,6357,Visy Pulp & Paper Pty Ltd,30086513144,No,227
Visy Industries Australia Pty Ltd,Private,6357,Visy Retail Services Pty Ltd,42665949673,No,159
Visy Industries Australia Pty Ltd,Private,6357,Visypet Pty. Ltd.,52099764119,No,432
Viterra BV,Private,825,Viterra Australia Pty Ltd,29106378885,No,89
Viterra BV,Private,825,Viterra Operations Pty Ltd,88007556256,No,736
VITURA HEALTH LIMITED,Private,109,CDA OPERATIONS PTY LTD,53644581831,No,87
Viva Energy Australia Group Pty Ltd,Private,15052,Doughboys Manufacturing SA Pty Ltd,94152857782,No,166
Viva Energy Australia Group Pty Ltd,Private,15052,Liberty Oil Australia Pty Ltd,34114544437,No,235
Viva Energy Australia Group Pty Ltd,Private,15052,On The Run Pty Ltd,19638356466,No,5451
Viva Energy Australia Group Pty Ltd,Private,15052,Viva Energy Australia Pty Ltd,46004610459,No,1166
Viva Energy Australia Group Pty Ltd,Private,15052,Viva Energy Refining Pty Ltd,46004303842,No,503
Viva Energy Australia Group Pty Ltd,Private,15052,Viva Energy Retail Pty Ltd,96662372027,No,5861
Viva Energy Australia Group Pty Ltd,Private,15052,Viva Energy Retail SMGB Pty Ltd,44670895904,No,1491
Vivid Property Services Pty Limited,Private,387,Vivid Property Services Pty Limited,42118426814,Yes,96
Vivid Property Services Pty Limited,Private,387,VPS Services Pty Limited,11159467857,No,269
Vocus Group Limited,Private,1415,Vocus Pty Ltd,78127842853,No,1338
Vossloh Australia Pty Limited,Private,203,Austrak Pty Ltd,72008925031,No,112
Vossloh Australia Pty Limited,Private,203,Vossloh Cogifer Australia Pty Ltd,98118751929,No,91
VSA Roads Pty Ltd,Private,299,No relevant subsidiary employers,,,
VYSARN LIMITED,Private,272,CMP CONSULTING GROUP PTY. LTD.,52133162357,No,90
VYSARN LIMITED,Private,272,PENTIUM HYDRO PTY LTD,87631012809,No,115
W R Bright & Sons (Fairfield) Pty Ltd,Private,84,No relevant subsidiary employers,,,
