year,state,sex,measure,value,unit,obs_status_flag
1978,Tasmania,Males,Infant mortality rates,14.7,NUM,
1979,Tasmania,Males,Infant mortality rates,18,NUM,
1980,Tasmania,Males,Infant mortality rates,15.5,NUM,
1981,Tasmania,Males,Infant mortality rates,14.4,NUM,
1982,Tasmania,Males,Infant mortality rates,8.3,NUM,
1983,Tasmania,Males,Infant mortality rates,14.5,NUM,
1984,Tasmania,Males,Infant mortality rates,14.2,NUM,
1985,Tasmania,Males,Infant mortality rates,15.6,NUM,
1986,Tasmania,Males,Infant mortality rates,12.4,NUM,
1987,Tasmania,Males,Infant mortality rates,11.8,NUM,
1988,Tasmania,Males,Infant mortality rates,11.4,NUM,
1989,Tasmania,Males,Infant mortality rates,12.3,NUM,
1990,Tasmania,Males,Infant mortality rates,9.7,NUM,
1991,Tasmania,Males,Infant mortality rates,10.4,NUM,
1992,Tasmania,Males,Infant mortality rates,7,NUM,
1993,Tasmania,Males,Infant mortality rates,7.1,NUM,
1994,Tasmania,Males,Infant mortality rates,8.6,NUM,
1995,Tasmania,Males,Infant mortality rates,8,NUM,
1996,Tasmania,Males,Infant mortality rates,5.7,NUM,
1997,Tasmania,Males,Infant mortality rates,8.4,NUM,
1998,Tasmania,Males,Infant mortality rates,7.9,NUM,
1999,Tasmania,Males,Infant mortality rates,8.8,NUM,
2000,Tasmania,Males,Infant mortality rates,5.7,NUM,
2001,Tasmania,Males,Infant mortality rates,6.5,NUM,
2002,Tasmania,Males,Infant mortality rates,7.3,NUM,
2003,Tasmania,Males,Infant mortality rates,8,NUM,
2004,Tasmania,Males,Infant mortality rates,4,NUM,
2005,Tasmania,Males,Infant mortality rates,4.6,NUM,
2006,Tasmania,Males,Infant mortality rates,4.8,NUM,
2007,Tasmania,Males,Infant mortality rates,4.1,NUM,
2008,Tasmania,Males,Infant mortality rates,4.3,NUM,
2009,Tasmania,Males,Infant mortality rates,4.7,NUM,
2010,Tasmania,Males,Infant mortality rates,4.5,NUM,
2011,Tasmania,Males,Infant mortality rates,5.3,NUM,
2012,Tasmania,Males,Infant mortality rates,4.1,NUM,
2013,Tasmania,Males,Infant mortality rates,4.6,NUM,
2014,Tasmania,Males,Infant mortality rates,6.27,NUM,
2015,Tasmania,Males,Infant mortality rates,4.09,NUM,
2016,Tasmania,Males,Infant mortality rates,4.26,NUM,
2017,Tasmania,Males,Infant mortality rates,3.17,NUM,
2018,Tasmania,Males,Infant mortality rates,2.8,NUM,
2019,Tasmania,Males,Infant mortality rates,5.72,NUM,
2020,Tasmania,Males,Infant mortality rates,3.07,NUM,
2021,Tasmania,Males,Infant mortality rates,4.5,NUM,
2022,Tasmania,Males,Infant mortality rates,3.96,NUM,
2023,Tasmania,Males,Infant mortality rates,4.18,NUM,
2024,Tasmania,Males,Infant mortality rates,3.27,NUM,
1971,Queensland,Persons,Sex ratio - infant deaths,124.3,NUM,
1972,Queensland,Persons,Sex ratio - infant deaths,132.1,NUM,
1973,Queensland,Persons,Sex ratio - infant deaths,130.9,NUM,
1974,Queensland,Persons,Sex ratio - infant deaths,148.5,NUM,
1975,Queensland,Persons,Sex ratio - infant deaths,135.7,NUM,
1976,Queensland,Persons,Sex ratio - infant deaths,119.5,NUM,
1977,Queensland,Persons,Sex ratio - infant deaths,133.3,NUM,
1978,Queensland,Persons,Sex ratio - infant deaths,141.2,NUM,
1979,Queensland,Persons,Sex ratio - infant deaths,115.4,NUM,
1980,Queensland,Persons,Sex ratio - infant deaths,101.6,NUM,
1981,Queensland,Persons,Sex ratio - infant deaths,132,NUM,
1982,Queensland,Persons,Sex ratio - infant deaths,123.7,NUM,
1983,Queensland,Persons,Sex ratio - infant deaths,154.3,NUM,
1984,Queensland,Persons,Sex ratio - infant deaths,145.3,NUM,
1985,Queensland,Persons,Sex ratio - infant deaths,152.1,NUM,
1986,Queensland,Persons,Sex ratio - infant deaths,138.8,NUM,
1987,Queensland,Persons,Sex ratio - infant deaths,130.2,NUM,
1988,Queensland,Persons,Sex ratio - infant deaths,123,NUM,
1989,Queensland,Persons,Sex ratio - infant deaths,94,NUM,
1990,Queensland,Persons,Sex ratio - infant deaths,122.6,NUM,
1991,Queensland,Persons,Sex ratio - infant deaths,134.3,NUM,
1992,Queensland,Persons,Sex ratio - infant deaths,137,NUM,
1993,Queensland,Persons,Sex ratio - infant deaths,119.5,NUM,
1994,Queensland,Persons,Sex ratio - infant deaths,167.6,NUM,
1995,Queensland,Persons,Sex ratio - infant deaths,127.1,NUM,
1996,Queensland,Persons,Sex ratio - infant deaths,117.1,NUM,
1997,Queensland,Persons,Sex ratio - infant deaths,161.5,NUM,
1998,Queensland,Persons,Sex ratio - infant deaths,141.1,NUM,
1999,Queensland,Persons,Sex ratio - infant deaths,148.6,NUM,
2000,Queensland,Persons,Sex ratio - infant deaths,96.6,NUM,
2001,Queensland,Persons,Sex ratio - infant deaths,139,NUM,
2002,Queensland,Persons,Sex ratio - infant deaths,127,NUM,
2003,Queensland,Persons,Sex ratio - infant deaths,134.7,NUM,
2004,Queensland,Persons,Sex ratio - infant deaths,151.9,NUM,
2005,Queensland,Persons,Sex ratio - infant deaths,121.8,NUM,
2006,Queensland,Persons,Sex ratio - infant deaths,176.2,NUM,
2007,Queensland,Persons,Sex ratio - infant deaths,115.4,NUM,
2008,Queensland,Persons,Sex ratio - infant deaths,129.9,NUM,
2009,Queensland,Persons,Sex ratio - infant deaths,152.5,NUM,
2010,Queensland,Persons,Sex ratio - infant deaths,151.4,NUM,
2011,Queensland,Persons,Sex ratio - infant deaths,114.6,NUM,
2012,Queensland,Persons,Sex ratio - infant deaths,114.5,NUM,
2013,Queensland,Persons,Sex ratio - infant deaths,106.4,NUM,
2014,Queensland,Persons,Sex ratio - infant deaths,105.9,NUM,
2015,Queensland,Persons,Sex ratio - infant deaths,113.2,NUM,
2016,Queensland,Persons,Sex ratio - infant deaths,140.8,NUM,
2017,Queensland,Persons,Sex ratio - infant deaths,113.9,NUM,
2018,Queensland,Persons,Sex ratio - infant deaths,140.4,NUM,
2019,Queensland,Persons,Sex ratio - infant deaths,116.2,NUM,
2020,Queensland,Persons,Sex ratio - infant deaths,136.1,NUM,
2021,Queensland,Persons,Sex ratio - infant deaths,91.3,NUM,
2022,Queensland,Persons,Sex ratio - infant deaths,109.6,NUM,
2023,Queensland,Persons,Sex ratio - infant deaths,133.3,NUM,
2024,Queensland,Persons,Sex ratio - infant deaths,129.5,NUM,
1971,Australian Capital Territory,Persons,Standardised death rates,12.4,NUM,
1972,Australian Capital Territory,Persons,Standardised death rates,12.5,NUM,
1973,Australian Capital Territory,Persons,Standardised death rates,11.2,NUM,
1974,Australian Capital Territory,Persons,Standardised death rates,12.2,NUM,
1975,Australian Capital Territory,Persons,Standardised death rates,10.5,NUM,
1976,Australian Capital Territory,Persons,Standardised death rates,10.6,NUM,
1977,Australian Capital Territory,Persons,Standardised death rates,9.5,NUM,
1978,Australian Capital Territory,Persons,Standardised death rates,10.6,NUM,
1979,Australian Capital Territory,Persons,Standardised death rates,8.9,NUM,
1980,Australian Capital Territory,Persons,Standardised death rates,9.6,NUM,
1981,Australian Capital Territory,Persons,Standardised death rates,10.1,NUM,
1982,Australian Capital Territory,Persons,Standardised death rates,9.9,NUM,
1983,Australian Capital Territory,Persons,Standardised death rates,8.3,NUM,
1984,Australian Capital Territory,Persons,Standardised death rates,8.8,NUM,
1985,Australian Capital Territory,Persons,Standardised death rates,8.1,NUM,
1986,Australian Capital Territory,Persons,Standardised death rates,9.2,NUM,
1987,Australian Capital Territory,Persons,Standardised death rates,8.4,NUM,
1988,Australian Capital Territory,Persons,Standardised death rates,8.1,NUM,
1989,Australian Capital Territory,Persons,Standardised death rates,7.7,NUM,
1990,Australian Capital Territory,Persons,Standardised death rates,8,NUM,
1991,Australian Capital Territory,Persons,Standardised death rates,7.7,NUM,
1992,Australian Capital Territory,Persons,Standardised death rates,7.3,NUM,
1993,Australian Capital Territory,Persons,Standardised death rates,7.2,NUM,
1994,Australian Capital Territory,Persons,Standardised death rates,7.6,NUM,
1995,Australian Capital Territory,Persons,Standardised death rates,6.5,NUM,
1996,Australian Capital Territory,Persons,Standardised death rates,7.4,NUM,
1997,Australian Capital Territory,Persons,Standardised death rates,7.3,NUM,
1998,Australian Capital Territory,Persons,Standardised death rates,6.6,NUM,
1999,Australian Capital Territory,Persons,Standardised death rates,6.5,NUM,
2000,Australian Capital Territory,Persons,Standardised death rates,6.1,NUM,
2001,Australian Capital Territory,Persons,Standardised death rates,6.2,NUM,
2002,Australian Capital Territory,Persons,Standardised death rates,5.9,NUM,
2003,Australian Capital Territory,Persons,Standardised death rates,5.9,NUM,
2004,Australian Capital Territory,Persons,Standardised death rates,5.7,NUM,
2005,Australian Capital Territory,Persons,Standardised death rates,5.7,NUM,
2006,Australian Capital Territory,Persons,Standardised death rates,5.5,NUM,
2007,Australian Capital Territory,Persons,Standardised death rates,5.6,NUM,
2008,Australian Capital Territory,Persons,Standardised death rates,5.8,NUM,
2009,Australian Capital Territory,Persons,Standardised death rates,5.4,NUM,
2010,Australian Capital Territory,Persons,Standardised death rates,5.3,NUM,
2011,Australian Capital Territory,Persons,Standardised death rates,5.1,NUM,
2012,Australian Capital Territory,Persons,Standardised death rates,5,NUM,
2013,Australian Capital Territory,Persons,Standardised death rates,4.8,NUM,
2014,Australian Capital Territory,Persons,Standardised death rates,4.891,NUM,
2015,Australian Capital Territory,Persons,Standardised death rates,4.819,NUM,
2016,Australian Capital Territory,Persons,Standardised death rates,4.654,NUM,
2017,Australian Capital Territory,Persons,Standardised death rates,5.66,NUM,
2018,Australian Capital Territory,Persons,Standardised death rates,5.036,NUM,
2019,Australian Capital Territory,Persons,Standardised death rates,4.632,NUM,
2020,Australian Capital Territory,Persons,Standardised death rates,4.729,NUM,
2021,Australian Capital Territory,Persons,Standardised death rates,4.655,NUM,
2022,Australian Capital Territory,Persons,Standardised death rates,5.188,NUM,
2023,Australian Capital Territory,Persons,Standardised death rates,4.736,NUM,
2024,Australian Capital Territory,Persons,Standardised death rates,4.559,NUM,
1971,Queensland,Males,Standardised death rates,15.7,NUM,
1972,Queensland,Males,Standardised death rates,15.5,NUM,
1973,Queensland,Males,Standardised death rates,15.3,NUM,
1974,Queensland,Males,Standardised death rates,16.5,NUM,
1975,Queensland,Males,Standardised death rates,14.5,NUM,
1976,Queensland,Males,Standardised death rates,15,NUM,
1977,Queensland,Males,Standardised death rates,13.8,NUM,
1978,Queensland,Males,Standardised death rates,13.6,NUM,
1979,Queensland,Males,Standardised death rates,13.3,NUM,
1980,Queensland,Males,Standardised death rates,12.8,NUM,
1981,Queensland,Males,Standardised death rates,13,NUM,
1982,Queensland,Males,Standardised death rates,13.4,NUM,
1983,Queensland,Males,Standardised death rates,12.1,NUM,
1984,Queensland,Males,Standardised death rates,11.9,NUM,
1985,Queensland,Males,Standardised death rates,12.3,NUM,
1986,Queensland,Males,Standardised death rates,11.3,NUM,
1987,Queensland,Males,Standardised death rates,11.7,NUM,
1988,Queensland,Males,Standardised death rates,11.3,NUM,
1989,Queensland,Males,Standardised death rates,11.9,NUM,
1990,Queensland,Males,Standardised death rates,10.8,NUM,
1991,Queensland,Males,Standardised death rates,10.3,NUM,
1992,Queensland,Males,Standardised death rates,10.5,NUM,
1993,Queensland,Males,Standardised death rates,10.1,NUM,
1994,Queensland,Males,Standardised death rates,10.5,NUM,
1995,Queensland,Males,Standardised death rates,9.4,NUM,
1996,Queensland,Males,Standardised death rates,10,NUM,
1997,Queensland,Males,Standardised death rates,9.4,NUM,
1998,Queensland,Males,Standardised death rates,9.4,NUM,
1999,Queensland,Males,Standardised death rates,9.1,NUM,
2000,Queensland,Males,Standardised death rates,8.7,NUM,
2001,Queensland,Males,Standardised death rates,8.5,NUM,
2002,Queensland,Males,Standardised death rates,8.4,NUM,
2003,Queensland,Males,Standardised death rates,8.1,NUM,
2004,Queensland,Males,Standardised death rates,8.1,NUM,
2005,Queensland,Males,Standardised death rates,7.4,NUM,
2006,Queensland,Males,Standardised death rates,7.5,NUM,
2007,Queensland,Males,Standardised death rates,7.5,NUM,
2008,Queensland,Males,Standardised death rates,7.8,NUM,
2009,Queensland,Males,Standardised death rates,7.2,NUM,
2010,Queensland,Males,Standardised death rates,7.2,NUM,
2011,Queensland,Males,Standardised death rates,7,NUM,
2012,Queensland,Males,Standardised death rates,7,NUM,
2013,Queensland,Males,Standardised death rates,6.7,NUM,
2014,Queensland,Males,Standardised death rates,6.602,NUM,
2015,Queensland,Males,Standardised death rates,6.59,NUM,
2016,Queensland,Males,Standardised death rates,6.479,NUM,
2017,Queensland,Males,Standardised death rates,6.572,NUM,
2018,Queensland,Males,Standardised death rates,6.332,NUM,
2019,Queensland,Males,Standardised death rates,6.343,NUM,
2020,Queensland,Males,Standardised death rates,5.982,NUM,
2021,Queensland,Males,Standardised death rates,6.142,NUM,
2022,Queensland,Males,Standardised death rates,6.69,NUM,
2023,Queensland,Males,Standardised death rates,6.191,NUM,
2024,Queensland,Males,Standardised death rates,6.312,NUM,
1971,Western Australia,Males,Population,539332,PSNS,
1972,Western Australia,Males,Population,553145,PSNS,
1973,Western Australia,Males,Population,562258,PSNS,
1974,Western Australia,Males,Population,575430,PSNS,
1975,Western Australia,Males,Population,588629,PSNS,
1976,Western Australia,Males,Population,599959,PSNS,
1977,Western Australia,Males,Population,612145,PSNS,
1978,Western Australia,Males,Population,623262,PSNS,
1979,Western Australia,Males,Population,632032,PSNS,
1980,Western Australia,Males,Population,641935,PSNS,
1981,Western Australia,Males,Population,657249,PSNS,
1982,Western Australia,Males,Population,676892,PSNS,
1983,Western Australia,Males,Population,691681,PSNS,
1984,Western Australia,Males,Population,702455,PSNS,
1985,Western Australia,Males,Population,715642,PSNS,
1986,Western Australia,Males,Population,736131,PSNS,
1987,Western Australia,Males,Population,754718,PSNS,
1988,Western Australia,Males,Population,774200,PSNS,
1989,Western Australia,Males,Population,795463,PSNS,
1990,Western Australia,Males,Population,812372,PSNS,
1991,Western Australia,Males,Population,822930,PSNS,
1992,Western Australia,Males,Population,834093,PSNS,
1993,Western Australia,Males,Population,844298,PSNS,
1994,Western Australia,Males,Population,857338,PSNS,
1995,Western Australia,Males,Population,873114,PSNS,
1996,Western Australia,Males,Population,889050,PSNS,
1997,Western Australia,Males,Population,903484,PSNS,
1998,Western Australia,Males,Population,916920,PSNS,
1999,Western Australia,Males,Population,930062,PSNS,
2000,Western Australia,Males,Population,941509,PSNS,
2001,Western Australia,Males,Population,954089,PSNS,
2002,Western Australia,Males,Population,966393,PSNS,
2003,Western Australia,Males,Population,979648,PSNS,
2004,Western Australia,Males,Population,995080,PSNS,
2005,Western Australia,Males,Population,1012773,PSNS,
2006,Western Australia,Males,Population,1034567,PSNS,
2007,Western Australia,Males,Population,1061703,PSNS,
2008,Western Australia,Males,Population,1094894,PSNS,
2009,Western Australia,Males,Population,1129438,PSNS,
2010,Western Australia,Males,Population,1154064,PSNS,
2011,Western Australia,Males,Population,1185050,PSNS,
2012,Western Australia,Males,Population,1223614,PSNS,
2013,Western Australia,Males,Population,1254322,PSNS,
2014,Western Australia,Males,Population,1266894,PSNS,
2015,Western Australia,Males,Population,1276698,PSNS,
2016,Western Australia,Males,Population,1281968,PSNS,
2017,Western Australia,Males,Population,1295903,PSNS,
2018,Western Australia,Males,Population,1310728,PSNS,
2019,Western Australia,Males,Population,1331167,PSNS,
2020,Western Australia,Males,Population,1357131,PSNS,
2021,Western Australia,Males,Population,1376317,PSNS,
2022,Western Australia,Males,Population,1397077,PSNS,
2023,Western Australia,Males,Population,1443832,PSNS,
2024,Western Australia,Males,Population,1488912,PSNS,
1971,Northern Territory,Persons,Median age - population,23.7,NUM,
1972,Northern Territory,Persons,Median age - population,23.8,NUM,
1973,Northern Territory,Persons,Median age - population,23.8,NUM,
1974,Northern Territory,Persons,Median age - population,23.9,NUM,
1975,Northern Territory,Persons,Median age - population,23.8,NUM,
1976,Northern Territory,Persons,Median age - population,24,NUM,
1977,Northern Territory,Persons,Median age - population,23.9,NUM,
1978,Northern Territory,Persons,Median age - population,24,NUM,
1979,Northern Territory,Persons,Median age - population,24.1,NUM,
1980,Northern Territory,Persons,Median age - population,24.3,NUM,
1981,Northern Territory,Persons,Median age - population,24.5,NUM,
1982,Northern Territory,Persons,Median age - population,24.6,NUM,
1983,Northern Territory,Persons,Median age - population,24.8,NUM,
1984,Northern Territory,Persons,Median age - population,25,NUM,
1985,Northern Territory,Persons,Median age - population,25.3,NUM,
1986,Northern Territory,Persons,Median age - population,25.7,NUM,
1987,Northern Territory,Persons,Median age - population,26,NUM,
1988,Northern Territory,Persons,Median age - population,26.2,NUM,
1989,Northern Territory,Persons,Median age - population,26.5,NUM,
1990,Northern Territory,Persons,Median age - population,26.7,NUM,
1991,Northern Territory,Persons,Median age - population,26.9,NUM,
1992,Northern Territory,Persons,Median age - population,27.1,NUM,
1993,Northern Territory,Persons,Median age - population,27.3,NUM,
1994,Northern Territory,Persons,Median age - population,27.5,NUM,
1995,Northern Territory,Persons,Median age - population,27.6,NUM,
1996,Northern Territory,Persons,Median age - population,27.8,NUM,
1997,Northern Territory,Persons,Median age - population,28.1,NUM,
