year,state,measure,value,unit,obs_status_flag
2013,Western Australia,"Ex-nuptial, paternity acknowledged births",11560,NUM,
2014,Western Australia,"Ex-nuptial, paternity acknowledged births",11837,NUM,
2015,Western Australia,"Ex-nuptial, paternity acknowledged births",11773,NUM,
2016,Western Australia,"Ex-nuptial, paternity acknowledged births",11691,NUM,
2017,Western Australia,"Ex-nuptial, paternity acknowledged births",11634,NUM,
2018,Western Australia,"Ex-nuptial, paternity acknowledged births",11150,NUM,
2019,Western Australia,"Ex-nuptial, paternity acknowledged births",11773,NUM,
2020,Western Australia,"Ex-nuptial, paternity acknowledged births",11898,NUM,
2021,Western Australia,"Ex-nuptial, paternity acknowledged births",13066,NUM,
2022,Western Australia,"Ex-nuptial, paternity acknowledged births",12504,NUM,
2023,Western Australia,"Ex-nuptial, paternity acknowledged births",12681,NUM,
2024,Western Australia,"Ex-nuptial, paternity acknowledged births",12033,NUM,
1975,Victoria,"Ex-nuptial, paternity not acknowledged births",2261,NUM,
1976,Victoria,"Ex-nuptial, paternity not acknowledged births",2104,NUM,
1977,Victoria,"Ex-nuptial, paternity not acknowledged births",2079,NUM,
1978,Victoria,"Ex-nuptial, paternity not acknowledged births",2191,NUM,
1979,Victoria,"Ex-nuptial, paternity not acknowledged births",2296,NUM,
1980,Victoria,"Ex-nuptial, paternity not acknowledged births",2393,NUM,
1981,Victoria,"Ex-nuptial, paternity not acknowledged births",2426,NUM,
1982,Victoria,"Ex-nuptial, paternity not acknowledged births",2511,NUM,
1983,Victoria,"Ex-nuptial, paternity not acknowledged births",2529,NUM,
1984,Victoria,"Ex-nuptial, paternity not acknowledged births",2387,NUM,
1985,Victoria,"Ex-nuptial, paternity not acknowledged births",2511,NUM,
1986,Victoria,"Ex-nuptial, paternity not acknowledged births",2320,NUM,
1987,Victoria,"Ex-nuptial, paternity not acknowledged births",2164,NUM,
1988,Victoria,"Ex-nuptial, paternity not acknowledged births",2164,NUM,
1989,Victoria,"Ex-nuptial, paternity not acknowledged births",2227,NUM,
1990,Victoria,"Ex-nuptial, paternity not acknowledged births",2344,NUM,
1991,Victoria,"Ex-nuptial, paternity not acknowledged births",2178,NUM,
1992,Victoria,"Ex-nuptial, paternity not acknowledged births",2219,NUM,
1993,Victoria,"Ex-nuptial, paternity not acknowledged births",2115,NUM,
1994,Victoria,"Ex-nuptial, paternity not acknowledged births",2080,NUM,
1995,Victoria,"Ex-nuptial, paternity not acknowledged births",2102,NUM,
1996,Victoria,"Ex-nuptial, paternity not acknowledged births",1843,NUM,
1997,Victoria,"Ex-nuptial, paternity not acknowledged births",1688,NUM,
1998,Victoria,"Ex-nuptial, paternity not acknowledged births",1129,NUM,
1999,Victoria,"Ex-nuptial, paternity not acknowledged births",926,NUM,
2000,Victoria,"Ex-nuptial, paternity not acknowledged births",1004,NUM,
2001,Victoria,"Ex-nuptial, paternity not acknowledged births",1241,NUM,
2002,Victoria,"Ex-nuptial, paternity not acknowledged births",1262,NUM,
2003,Victoria,"Ex-nuptial, paternity not acknowledged births",1148,NUM,
2004,Victoria,"Ex-nuptial, paternity not acknowledged births",1189,NUM,
2005,Victoria,"Ex-nuptial, paternity not acknowledged births",1125,NUM,
2006,Victoria,"Ex-nuptial, paternity not acknowledged births",1052,NUM,
2007,Victoria,"Ex-nuptial, paternity not acknowledged births",1103,NUM,
2008,Victoria,"Ex-nuptial, paternity not acknowledged births",1344,NUM,
2009,Victoria,"Ex-nuptial, paternity not acknowledged births",1211,NUM,
2010,Victoria,"Ex-nuptial, paternity not acknowledged births",1214,NUM,
2011,Victoria,"Ex-nuptial, paternity not acknowledged births",1331,NUM,
2012,Victoria,"Ex-nuptial, paternity not acknowledged births",1534,NUM,
2013,Victoria,"Ex-nuptial, paternity not acknowledged births",1436,NUM,
2014,Victoria,"Ex-nuptial, paternity not acknowledged births",1353,NUM,
2015,Victoria,"Ex-nuptial, paternity not acknowledged births",1242,NUM,
2016,Victoria,"Ex-nuptial, paternity not acknowledged births",1520,NUM,
2017,Victoria,"Ex-nuptial, paternity not acknowledged births",1585,NUM,
2018,Victoria,"Ex-nuptial, paternity not acknowledged births",1682,NUM,
2019,Victoria,"Ex-nuptial, paternity not acknowledged births",1466,NUM,
2020,Victoria,"Ex-nuptial, paternity not acknowledged births",1434,NUM,
2021,Victoria,"Ex-nuptial, paternity not acknowledged births",1281,NUM,
2022,Victoria,"Ex-nuptial, paternity not acknowledged births",1586,NUM,
2023,Victoria,"Ex-nuptial, paternity not acknowledged births",1874,NUM,
2024,Victoria,"Ex-nuptial, paternity not acknowledged births",2183,NUM,
1975,Tasmania,Crude birth rate,17.1,NUM,
1976,Tasmania,Crude birth rate,16.3,NUM,
1977,Tasmania,Crude birth rate,16.3,NUM,
1978,Tasmania,Crude birth rate,16.4,NUM,
1979,Tasmania,Crude birth rate,16.1,NUM,
1980,Tasmania,Crude birth rate,16,NUM,
1981,Tasmania,Crude birth rate,16.9,NUM,
1982,Tasmania,Crude birth rate,16.4,NUM,
1983,Tasmania,Crude birth rate,16.3,NUM,
1984,Tasmania,Crude birth rate,16.3,NUM,
1985,Tasmania,Crude birth rate,16.4,NUM,
1986,Tasmania,Crude birth rate,15.6,NUM,
1987,Tasmania,Crude birth rate,15.1,NUM,
1988,Tasmania,Crude birth rate,15,NUM,
1989,Tasmania,Crude birth rate,15,NUM,
1990,Tasmania,Crude birth rate,15.2,NUM,
1991,Tasmania,Crude birth rate,14.7,NUM,
1992,Tasmania,Crude birth rate,14.9,NUM,
1993,Tasmania,Crude birth rate,14.5,NUM,
1994,Tasmania,Crude birth rate,14.5,NUM,
1995,Tasmania,Crude birth rate,13.8,NUM,
1996,Tasmania,Crude birth rate,13.6,NUM,
1997,Tasmania,Crude birth rate,12.6,NUM,
1998,Tasmania,Crude birth rate,12.6,NUM,
1999,Tasmania,Crude birth rate,12.8,NUM,
2000,Tasmania,Crude birth rate,12,NUM,
2001,Tasmania,Crude birth rate,13.6,NUM,
2002,Tasmania,Crude birth rate,12.7,NUM,
2003,Tasmania,Crude birth rate,12,NUM,
2004,Tasmania,Crude birth rate,12,NUM,
2005,Tasmania,Crude birth rate,13,NUM,
2006,Tasmania,Crude birth rate,13.2,NUM,
2007,Tasmania,Crude birth rate,13.5,NUM,
2008,Tasmania,Crude birth rate,13.6,NUM,
2009,Tasmania,Crude birth rate,13.1,NUM,
2010,Tasmania,Crude birth rate,12.5,NUM,
2011,Tasmania,Crude birth rate,12.9,NUM,
2012,Tasmania,Crude birth rate,12.1,NUM,
2013,Tasmania,Crude birth rate,11.8,NUM,
2014,Tasmania,Crude birth rate,11.6,NUM,
2015,Tasmania,Crude birth rate,11,NUM,
2016,Tasmania,Crude birth rate,11.5,NUM,
2017,Tasmania,Crude birth rate,10.6,NUM,
2018,Tasmania,Crude birth rate,10.3,NUM,
2019,Tasmania,Crude birth rate,10.5,NUM,
2020,Tasmania,Crude birth rate,10.4,NUM,
2021,Tasmania,Crude birth rate,10.6,NUM,
2022,Tasmania,Crude birth rate,9.6,NUM,
2023,Tasmania,Crude birth rate,9.8,NUM,
2024,Tasmania,Crude birth rate,9.6,NUM,
1975,New South Wales,Male births,41769,NUM,
1976,New South Wales,Male births,40253,NUM,
1977,New South Wales,Male births,40096,NUM,
1978,New South Wales,Male births,39814,NUM,
1979,New South Wales,Male births,39858,NUM,
1980,New South Wales,Male births,41159,NUM,
1981,New South Wales,Male births,42280,NUM,
1982,New South Wales,Male births,43096,NUM,
1983,New South Wales,Male births,42706,NUM,
1984,New South Wales,Male births,39885,NUM,
1985,New South Wales,Male births,45058,NUM,
1986,New South Wales,Male births,43458,NUM,
1987,New South Wales,Male births,44035,NUM,
1988,New South Wales,Male births,43495,NUM,
1989,New South Wales,Male births,43948,NUM,
1990,New South Wales,Male births,46752,NUM,
1991,New South Wales,Male births,44942,NUM,
1992,New South Wales,Male births,47710,NUM,
1993,New South Wales,Male births,45906,NUM,
1994,New South Wales,Male births,45187,NUM,
1995,New South Wales,Male births,44884,NUM,
1996,New South Wales,Male births,44448,NUM,
1997,New South Wales,Male births,44647,NUM,
1998,New South Wales,Male births,43763,NUM,
1999,New South Wales,Male births,44438,NUM,
2000,New South Wales,Male births,44705,NUM,
2001,New South Wales,Male births,43529,NUM,
2002,New South Wales,Male births,44369,NUM,
2003,New South Wales,Male births,44531,NUM,
2004,New South Wales,Male births,44339,NUM,
2005,New South Wales,Male births,46930,NUM,
2006,New South Wales,Male births,47780,NUM,
2007,New South Wales,Male births,49442,NUM,
2008,New South Wales,Male births,51205,NUM,
2009,New South Wales,Male births,50411,NUM,
2010,New South Wales,Male births,51943,NUM,
2011,New South Wales,Male births,50986,NUM,
2012,New South Wales,Male births,50641,NUM,
2013,New South Wales,Male births,51875,NUM,
2014,New South Wales,Male births,46689,NUM,
2015,New South Wales,Male births,51342,NUM,
2016,New South Wales,Male births,49220,NUM,
2017,New South Wales,Male births,49536,NUM,
2018,New South Wales,Male births,55216,NUM,
2019,New South Wales,Male births,50940,NUM,
2020,New South Wales,Male births,48933,NUM,
2021,New South Wales,Male births,52102,NUM,
2022,New South Wales,Male births,50257,NUM,
2023,New South Wales,Male births,47448,NUM,
2024,New South Wales,Male births,45706,NUM,
1975,Australian Capital Territory,Sex ratio,105.7,NUM,
1976,Australian Capital Territory,Sex ratio,110.4,NUM,
1977,Australian Capital Territory,Sex ratio,105.2,NUM,
1978,Australian Capital Territory,Sex ratio,107,NUM,
1979,Australian Capital Territory,Sex ratio,104.6,NUM,
1980,Australian Capital Territory,Sex ratio,102.1,NUM,
1981,Australian Capital Territory,Sex ratio,101.1,NUM,
1982,Australian Capital Territory,Sex ratio,105.7,NUM,
1983,Australian Capital Territory,Sex ratio,102.2,NUM,
1984,Australian Capital Territory,Sex ratio,99.4,NUM,
1985,Australian Capital Territory,Sex ratio,109.2,NUM,
1986,Australian Capital Territory,Sex ratio,106.4,NUM,
1987,Australian Capital Territory,Sex ratio,103.6,NUM,
1988,Australian Capital Territory,Sex ratio,102.4,NUM,
1989,Australian Capital Territory,Sex ratio,104.3,NUM,
1990,Australian Capital Territory,Sex ratio,109.8,NUM,
1991,Australian Capital Territory,Sex ratio,105,NUM,
1992,Australian Capital Territory,Sex ratio,103,NUM,
1993,Australian Capital Territory,Sex ratio,102.5,NUM,
1994,Australian Capital Territory,Sex ratio,100.1,NUM,
1995,Australian Capital Territory,Sex ratio,107.9,NUM,
1996,Australian Capital Territory,Sex ratio,104,NUM,
1997,Australian Capital Territory,Sex ratio,102.7,NUM,
1998,Australian Capital Territory,Sex ratio,101.5,NUM,
1999,Australian Capital Territory,Sex ratio,100.2,NUM,
2000,Australian Capital Territory,Sex ratio,104.2,NUM,
2001,Australian Capital Territory,Sex ratio,102.7,NUM,
2002,Australian Capital Territory,Sex ratio,102.6,NUM,
2003,Australian Capital Territory,Sex ratio,106.4,NUM,
2004,Australian Capital Territory,Sex ratio,106.8,NUM,
2005,Australian Capital Territory,Sex ratio,102.2,NUM,
2006,Australian Capital Territory,Sex ratio,105.6,NUM,
2007,Australian Capital Territory,Sex ratio,104.3,NUM,
2008,Australian Capital Territory,Sex ratio,105.7,NUM,
2009,Australian Capital Territory,Sex ratio,112.6,NUM,
2010,Australian Capital Territory,Sex ratio,106.9,NUM,
2011,Australian Capital Territory,Sex ratio,112.2,NUM,
2012,Australian Capital Territory,Sex ratio,105.5,NUM,
2013,Australian Capital Territory,Sex ratio,104.3,NUM,
2014,Australian Capital Territory,Sex ratio,108,NUM,
2015,Australian Capital Territory,Sex ratio,110.6,NUM,
2016,Australian Capital Territory,Sex ratio,105.7,NUM,
2017,Australian Capital Territory,Sex ratio,107,NUM,
2018,Australian Capital Territory,Sex ratio,103.4,NUM,
2019,Australian Capital Territory,Sex ratio,108,NUM,
2020,Australian Capital Territory,Sex ratio,105.2,NUM,
2021,Australian Capital Territory,Sex ratio,109.2,NUM,
2022,Australian Capital Territory,Sex ratio,106.8,NUM,
2023,Australian Capital Territory,Sex ratio,101.4,NUM,
2024,Australian Capital Territory,Sex ratio,104.1,NUM,
1975,Queensland,Nuptial births,31315,NUM,
1976,Queensland,Nuptial births,30601,NUM,
1977,Queensland,Nuptial births,30306,NUM,
1978,Queensland,Nuptial births,29691,NUM,
1979,Queensland,Nuptial births,30081,NUM,
1980,Queensland,Nuptial births,29544,NUM,
1981,Queensland,Nuptial births,32545,NUM,
1982,Queensland,Nuptial births,33833,NUM,
1983,Queensland,Nuptial births,34534,NUM,
1984,Queensland,Nuptial births,33509,NUM,
1985,Queensland,Nuptial births,32901,NUM,
1986,Queensland,Nuptial births,32448,NUM,
1987,Queensland,Nuptial births,31236,NUM,
1988,Queensland,Nuptial births,31711,NUM,
1989,Queensland,Nuptial births,32185,NUM,
1990,Queensland,Nuptial births,33471,NUM,
1991,Queensland,Nuptial births,32498,NUM,
1992,Queensland,Nuptial births,33343,NUM,
1993,Queensland,Nuptial births,33134,NUM,
1994,Queensland,Nuptial births,32727,NUM,
1995,Queensland,Nuptial births,32229,NUM,
1996,Queensland,Nuptial births,32191,NUM,
1997,Queensland,Nuptial births,31345,NUM,
1998,Queensland,Nuptial births,31215,NUM,
1999,Queensland,Nuptial births,30877,NUM,
2000,Queensland,Nuptial births,31244,NUM,
2001,Queensland,Nuptial births,30784,NUM,
2002,Queensland,Nuptial births,30294,NUM,
2003,Queensland,Nuptial births,30370,NUM,
2004,Queensland,Nuptial births,31044,NUM,
2005,Queensland,Nuptial births,31936,NUM,
2006,Queensland,Nuptial births,32234,NUM,
2007,Queensland,Nuptial births,36883,NUM,
2008,Queensland,Nuptial births,36433,NUM,
2009,Queensland,Nuptial births,37674,NUM,
2010,Queensland,Nuptial births,37157,NUM,
2011,Queensland,Nuptial births,36992,NUM,
2012,Queensland,Nuptial births,36866,NUM,
2013,Queensland,Nuptial births,36831,NUM,
2014,Queensland,Nuptial births,36565,NUM,
2015,Queensland,Nuptial births,35776,NUM,
2016,Queensland,Nuptial births,36953,NUM,
2017,Queensland,Nuptial births,35283,NUM,
2018,Queensland,Nuptial births,35174,NUM,
2019,Queensland,Nuptial births,34548,NUM,
2020,Queensland,Nuptial births,33261,NUM,
2021,Queensland,Nuptial births,34362,NUM,
2022,Queensland,Nuptial births,32688,NUM,
2023,Queensland,Nuptial births,30621,NUM,
2024,Queensland,Nuptial births,30789,NUM,
1975,Northern Territory,Nuptial births,1773,NUM,
1976,Northern Territory,Nuptial births,2059,NUM,
1977,Northern Territory,Nuptial births,2041,NUM,
1978,Northern Territory,Nuptial births,2019,NUM,
1979,Northern Territory,Nuptial births,2104,NUM,
1980,Northern Territory,Nuptial births,1823,NUM,
1981,Northern Territory,Nuptial births,2081,NUM,
1982,Northern Territory,Nuptial births,2000,NUM,
1983,Northern Territory,Nuptial births,1911,NUM,
1984,Northern Territory,Nuptial births,1767,NUM,
1985,Northern Territory,Nuptial births,1797,NUM,
1986,Northern Territory,Nuptial births,1671,NUM,
1987,Northern Territory,Nuptial births,1774,NUM,
1988,Northern Territory,Nuptial births,1748,NUM,
1989,Northern Territory,Nuptial births,1634,NUM,
1990,Northern Territory,Nuptial births,1677,NUM,
1991,Northern Territory,Nuptial births,1686,NUM,
1992,Northern Territory,Nuptial births,1674,NUM,
1993,Northern Territory,Nuptial births,1611,NUM,
1994,Northern Territory,Nuptial births,1583,NUM,
1995,Northern Territory,Nuptial births,1613,NUM,
1996,Northern Territory,Nuptial births,1504,NUM,
1997,Northern Territory,Nuptial births,1522,NUM,
1998,Northern Territory,Nuptial births,1517,NUM,
1999,Northern Territory,Nuptial births,1432,NUM,
2000,Northern Territory,Nuptial births,1450,NUM,
2001,Northern Territory,Nuptial births,1405,NUM,
2002,Northern Territory,Nuptial births,1414,NUM,
2003,Northern Territory,Nuptial births,1370,NUM,
2004,Northern Territory,Nuptial births,1267,NUM,
2005,Northern Territory,Nuptial births,1344,NUM,
2006,Northern Territory,Nuptial births,1306,NUM,
2007,Northern Territory,Nuptial births,1401,NUM,
2008,Northern Territory,Nuptial births,1476,NUM,
2009,Northern Territory,Nuptial births,1417,NUM,
2010,Northern Territory,Nuptial births,1538,NUM,
2011,Northern Territory,Nuptial births,1590,NUM,
2012,Northern Territory,Nuptial births,1675,NUM,
2013,Northern Territory,Nuptial births,1756,NUM,
2014,Northern Territory,Nuptial births,1659,NUM,
2015,Northern Territory,Nuptial births,1747,NUM,
2016,Northern Territory,Nuptial births,1666,NUM,
2017,Northern Territory,Nuptial births,1647,NUM,
2018,Northern Territory,Nuptial births,1564,NUM,
2019,Northern Territory,Nuptial births,1514,NUM,
2020,Northern Territory,Nuptial births,1531,NUM,
2021,Northern Territory,Nuptial births,1525,NUM,
2022,Northern Territory,Nuptial births,1450,NUM,
2023,Northern Territory,Nuptial births,1263,NUM,
2024,Northern Territory,Nuptial births,1345,NUM,
1975,Victoria,Ex-nuptial births,4398,NUM,
1976,Victoria,Ex-nuptial births,4390,NUM,
1977,Victoria,Ex-nuptial births,4328,NUM,
1978,Victoria,Ex-nuptial births,4706,NUM,
1979,Victoria,Ex-nuptial births,5028,NUM,
1980,Victoria,Ex-nuptial births,5291,NUM,
1981,Victoria,Ex-nuptial births,5560,NUM,
1982,Victoria,Ex-nuptial births,6139,NUM,
1983,Victoria,Ex-nuptial births,6416,NUM,
1984,Victoria,Ex-nuptial births,6519,NUM,
1985,Victoria,Ex-nuptial births,7098,NUM,
1986,Victoria,Ex-nuptial births,7395,NUM,
1987,Victoria,Ex-nuptial births,8480,NUM,
1988,Victoria,Ex-nuptial births,9213,NUM,
1989,Victoria,Ex-nuptial births,10134,NUM,
1990,Victoria,Ex-nuptial births,11750,NUM,
1991,Victoria,Ex-nuptial births,12221,NUM,
1992,Victoria,Ex-nuptial births,12591,NUM,
1993,Victoria,Ex-nuptial births,12629,NUM,
1994,Victoria,Ex-nuptial births,13114,NUM,
1995,Victoria,Ex-nuptial births,13629,NUM,
1996,Victoria,Ex-nuptial births,13210,NUM,
1997,Victoria,Ex-nuptial births,13541,NUM,
1998,Victoria,Ex-nuptial births,14101,NUM,
1999,Victoria,Ex-nuptial births,13769,NUM,
2000,Victoria,Ex-nuptial births,14096,NUM,
2001,Victoria,Ex-nuptial births,15022,NUM,
2002,Victoria,Ex-nuptial births,16125,NUM,
2003,Victoria,Ex-nuptial births,16262,NUM,
2004,Victoria,Ex-nuptial births,16709,NUM,
2005,Victoria,Ex-nuptial births,17149,NUM,
2006,Victoria,Ex-nuptial births,17834,NUM,
2007,Victoria,Ex-nuptial births,20133,NUM,
2008,Victoria,Ex-nuptial births,20050,NUM,
2009,Victoria,Ex-nuptial births,19942,NUM,
2010,Victoria,Ex-nuptial births,19341,NUM,
2011,Victoria,Ex-nuptial births,19801,NUM,
2012,Victoria,Ex-nuptial births,22573,NUM,
2013,Victoria,Ex-nuptial births,21443,NUM,
2014,Victoria,Ex-nuptial births,21783,NUM,
2015,Victoria,Ex-nuptial births,21258,NUM,
2016,Victoria,Ex-nuptial births,24321,NUM,
2017,Victoria,Ex-nuptial births,24732,NUM,
2018,Victoria,Ex-nuptial births,23670,NUM,
2019,Victoria,Ex-nuptial births,22323,NUM,
2020,Victoria,Ex-nuptial births,22363,NUM,
2021,Victoria,Ex-nuptial births,24433,NUM,
2022,Victoria,Ex-nuptial births,25867,NUM,
2023,Victoria,Ex-nuptial births,24896,NUM,
2024,Victoria,Ex-nuptial births,27569,NUM,
1975,Western Australia,"Ex-nuptial, paternity not acknowledged births",2523,NUM,
1976,Western Australia,"Ex-nuptial, paternity not acknowledged births",2619,NUM,
1977,Western Australia,"Ex-nuptial, paternity not acknowledged births",2525,NUM,
1978,Western Australia,"Ex-nuptial, paternity not acknowledged births",2658,NUM,
1979,Western Australia,"Ex-nuptial, paternity not acknowledged births",1261,NUM,
1980,Western Australia,"Ex-nuptial, paternity not acknowledged births",1347,NUM,
1981,Western Australia,"Ex-nuptial, paternity not acknowledged births",1494,NUM,
1982,Western Australia,"Ex-nuptial, paternity not acknowledged births",1505,NUM,
1983,Western Australia,"Ex-nuptial, paternity not acknowledged births",1578,NUM,
1984,Western Australia,"Ex-nuptial, paternity not acknowledged births",1291,NUM,
1985,Western Australia,"Ex-nuptial, paternity not acknowledged births",1408,NUM,
1986,Western Australia,"Ex-nuptial, paternity not acknowledged births",1433,NUM,
1987,Western Australia,"Ex-nuptial, paternity not acknowledged births",1340,NUM,
1988,Western Australia,"Ex-nuptial, paternity not acknowledged births",1416,NUM,
1989,Western Australia,"Ex-nuptial, paternity not acknowledged births",1245,NUM,
1990,Western Australia,"Ex-nuptial, paternity not acknowledged births",1379,NUM,
1991,Western Australia,"Ex-nuptial, paternity not acknowledged births",1328,NUM,
1992,Western Australia,"Ex-nuptial, paternity not acknowledged births",1325,NUM,
1993,Western Australia,"Ex-nuptial, paternity not acknowledged births",1278,NUM,
1994,Western Australia,"Ex-nuptial, paternity not acknowledged births",1269,NUM,
1995,Western Australia,"Ex-nuptial, paternity not acknowledged births",1171,NUM,
1996,Western Australia,"Ex-nuptial, paternity not acknowledged births",1192,NUM,
1997,Western Australia,"Ex-nuptial, paternity not acknowledged births",1152,NUM,
1998,Western Australia,"Ex-nuptial, paternity not acknowledged births",1111,NUM,
1999,Western Australia,"Ex-nuptial, paternity not acknowledged births",891,NUM,
2000,Western Australia,"Ex-nuptial, paternity not acknowledged births",816,NUM,
2001,Western Australia,"Ex-nuptial, paternity not acknowledged births",895,NUM,
2002,Western Australia,"Ex-nuptial, paternity not acknowledged births",799,NUM,
2003,Western Australia,"Ex-nuptial, paternity not acknowledged births",926,NUM,
2004,Western Australia,"Ex-nuptial, paternity not acknowledged births",970,NUM,
2005,Western Australia,"Ex-nuptial, paternity not acknowledged births",966,NUM,
2006,Western Australia,"Ex-nuptial, paternity not acknowledged births",915,NUM,
2007,Western Australia,"Ex-nuptial, paternity not acknowledged births",1121,NUM,
2008,Western Australia,"Ex-nuptial, paternity not acknowledged births",1186,NUM,
2009,Western Australia,"Ex-nuptial, paternity not acknowledged births",1161,NUM,
2010,Western Australia,"Ex-nuptial, paternity not acknowledged births",1048,NUM,
2011,Western Australia,"Ex-nuptial, paternity not acknowledged births",1244,NUM,
2012,Western Australia,"Ex-nuptial, paternity not acknowledged births",1266,NUM,
2013,Western Australia,"Ex-nuptial, paternity not acknowledged births",1331,NUM,
2014,Western Australia,"Ex-nuptial, paternity not acknowledged births",1300,NUM,
2015,Western Australia,"Ex-nuptial, paternity not acknowledged births",1451,NUM,
2016,Western Australia,"Ex-nuptial, paternity not acknowledged births",1453,NUM,
2017,Western Australia,"Ex-nuptial, paternity not acknowledged births",1402,NUM,
2018,Western Australia,"Ex-nuptial, paternity not acknowledged births",1365,NUM,
2019,Western Australia,"Ex-nuptial, paternity not acknowledged births",1306,NUM,
2020,Western Australia,"Ex-nuptial, paternity not acknowledged births",1293,NUM,
2021,Western Australia,"Ex-nuptial, paternity not acknowledged births",1091,NUM,
2022,Western Australia,"Ex-nuptial, paternity not acknowledged births",1037,NUM,
2023,Western Australia,"Ex-nuptial, paternity not acknowledged births",1214,NUM,
2024,Western Australia,"Ex-nuptial, paternity not acknowledged births",1131,NUM,
1975,Queensland,Births,36328,NUM,
1976,Queensland,Births,35268,NUM,
1977,Queensland,Births,34976,NUM,
1978,Queensland,Births,34530,NUM,
1979,Queensland,Births,35220,NUM,
1980,Queensland,Births,35001,NUM,
1981,Queensland,Births,38935,NUM,
1982,Queensland,Births,40599,NUM,
1983,Queensland,Births,42085,NUM,
1984,Queensland,Births,40446,NUM,
1985,Queensland,Births,40437,NUM,
1986,Queensland,Births,40371,NUM,
1987,Queensland,Births,39365,NUM,
1988,Queensland,Births,40561,NUM,
1989,Queensland,Births,42071,NUM,
1990,Queensland,Births,44868,NUM,
1991,Queensland,Births,44160,NUM,
1992,Queensland,Births,46240,NUM,
1993,Queensland,Births,46778,NUM,
1994,Queensland,Births,46578,NUM,
1995,Queensland,Births,46484,NUM,
1996,Queensland,Births,47769,NUM,
1997,Queensland,Births,46965,NUM,
1998,Queensland,Births,47046,NUM,
1999,Queensland,Births,46503,NUM,
2000,Queensland,Births,47278,NUM,
2001,Queensland,Births,47678,NUM,
2002,Queensland,Births,47771,NUM,
2003,Queensland,Births,48342,NUM,
2004,Queensland,Births,49940,NUM,
2005,Queensland,Births,51707,NUM,
2006,Queensland,Births,52695,NUM,
2007,Queensland,Births,61306,NUM,
2008,Queensland,Births,63168,NUM,
2009,Queensland,Births,66149,NUM,
2010,Queensland,Births,64523,NUM,
2011,Queensland,Births,63253,NUM,
2012,Queensland,Births,63837,NUM,
2013,Queensland,Births,63354,NUM,
2014,Queensland,Births,63066,NUM,
2015,Queensland,Births,61745,NUM,
2016,Queensland,Births,61841,NUM,
2017,Queensland,Births,61158,NUM,
2018,Queensland,Births,61931,NUM,
2019,Queensland,Births,61735,NUM,
2020,Queensland,Births,59490,NUM,
2021,Queensland,Births,64111,NUM,
2022,Queensland,Births,62094,NUM,
2023,Queensland,Births,58458,NUM,
2024,Queensland,Births,58838,NUM,
1975,Northern Territory,Population,92869,PSNS,
1976,Northern Territory,Population,98228,PSNS,
1977,Northern Territory,Population,103938,PSNS,
1978,Northern Territory,Population,109980,PSNS,
1979,Northern Territory,Population,114149,PSNS,
1980,Northern Territory,Population,118245,PSNS,
1981,Northern Territory,Population,122616,PSNS,
1982,Northern Territory,Population,130314,PSNS,
1983,Northern Territory,Population,135916,PSNS,
1984,Northern Territory,Population,142154,PSNS,
1985,Northern Territory,Population,148536,PSNS,
1986,Northern Territory,Population,154421,PSNS,
1987,Northern Territory,Population,158205,PSNS,
1988,Northern Territory,Population,159026,PSNS,
1989,Northern Territory,Population,161179,PSNS,
1990,Northern Territory,Population,163728,PSNS,
1991,Northern Territory,Population,165493,PSNS,
1992,Northern Territory,Population,168546,PSNS,
1993,Northern Territory,Population,171708,PSNS,
1994,Northern Territory,Population,174908,PSNS,
1995,Northern Territory,Population,179602,PSNS,
1996,Northern Territory,Population,184516,PSNS,
1997,Northern Territory,Population,189755,PSNS,
1998,Northern Territory,Population,192905,PSNS,
1999,Northern Territory,Population,196012,PSNS,
2000,Northern Territory,Population,199149,PSNS,
2001,Northern Territory,Population,201743,PSNS,
2002,Northern Territory,Population,202251,PSNS,
2003,Northern Territory,Population,201725,PSNS,
2004,Northern Territory,Population,202663,PSNS,
2005,Northern Territory,Population,205905,PSNS,
2006,Northern Territory,Population,209057,PSNS,
2007,Northern Territory,Population,213748,PSNS,
2008,Northern Territory,Population,219874,PSNS,
2009,Northern Territory,Population,226027,PSNS,
2010,Northern Territory,Population,229778,PSNS,
2011,Northern Territory,Population,231292,PSNS,
2012,Northern Territory,Population,235915,PSNS,
2013,Northern Territory,Population,241722,PSNS,
2014,Northern Territory,Population,242894,PSNS,
2015,Northern Territory,Population,244692,PSNS,
2016,Northern Territory,Population,245678,PSNS,
2017,Northern Territory,Population,247412,PSNS,
2018,Northern Territory,Population,247095,PSNS,
2019,Northern Territory,Population,246559,PSNS,
2020,Northern Territory,Population,247428,PSNS,
2021,Northern Territory,Population,248151,PSNS,
2022,Northern Territory,Population,250219,PSNS,
2023,Northern Territory,Population,252473,PSNS,
2024,Northern Territory,Population,255100,PSNS,
1975,Western Australia,Male births,10477,NUM,
1976,Western Australia,Male births,10673,NUM,
1977,Western Australia,Male births,10732,NUM,
1978,Western Australia,Male births,10696,NUM,
1979,Western Australia,Male births,10423,NUM,
1980,Western Australia,Male births,10542,NUM,
1981,Western Australia,Male births,11355,NUM,
1982,Western Australia,Male births,11401,NUM,
1983,Western Australia,Male births,11910,NUM,
1984,Western Australia,Male births,11152,NUM,
1985,Western Australia,Male births,11775,NUM,
1986,Western Australia,Male births,12448,NUM,
1987,Western Australia,Male births,12044,NUM,
